"composer","composerLabel"
"http://data.carnegiehall.org/names/1005904","Giulio Caccini"
"http://data.carnegiehall.org/names/1005906","Charles L. Steeger"
"http://data.carnegiehall.org/names/1005907","Frank Stewart"
"http://data.carnegiehall.org/names/1005909","C. Wehle"
"http://data.carnegiehall.org/names/1005911","Charlotte Milligan Fox"
"http://data.carnegiehall.org/names/1005896","Miguel Llobet Soles"
"http://data.carnegiehall.org/names/1005897","C. T. Brunner"
"http://data.carnegiehall.org/names/1005898","James Earle Hines"
"http://data.carnegiehall.org/names/1005899","Alberto Mastra"
"http://data.carnegiehall.org/names/1005900","Gerald Eckert"
"http://data.carnegiehall.org/names/1005901","Oswald von Wolkenstein"
"http://data.carnegiehall.org/names/1005890","Entstanden Mannheim"
"http://data.carnegiehall.org/names/1005891","Giovanni Bolzoni"
"http://data.carnegiehall.org/names/1005892","[first name unknown] Woolsey"
"http://data.carnegiehall.org/names/1005893","[first name unknown] Bartolomew"
"http://data.carnegiehall.org/names/1005894","Johnny Nieto"
"http://data.carnegiehall.org/names/1005895","Juanchin Ramirez"
"http://data.carnegiehall.org/names/1005883","Armas Maasola"
"http://data.carnegiehall.org/names/1005884","Pierre-Alexandre Monsigny"
"http://data.carnegiehall.org/names/1005885","Christoph Ernst Friedrich Weyse"
"http://data.carnegiehall.org/names/1005886","[first name unknown] Kellie"
"http://data.carnegiehall.org/names/1005887","Bobby Troup"
"http://data.carnegiehall.org/names/1005888","Warren Barker"
"http://data.carnegiehall.org/names/1005875","Agustin Barrios Mangore"
"http://data.carnegiehall.org/names/1005876","Giovanni Bassano"
"http://data.carnegiehall.org/names/1005878","Noyes Bartholomew"
"http://data.carnegiehall.org/names/1005879","Claude Delvincourt"
"http://data.carnegiehall.org/names/1005880","Alfred J. Caldicott"
"http://data.carnegiehall.org/names/1005881","Rafael Audinot"
"http://data.carnegiehall.org/names/1005866","Roger Nixon"
"http://data.carnegiehall.org/names/1005867","Jan Wanski"
"http://data.carnegiehall.org/names/1005869","Alfred Hill"
"http://data.carnegiehall.org/names/1005870","Juan de Lienas"
"http://data.carnegiehall.org/names/1005871","Fabian Rehfeld"
"http://data.carnegiehall.org/names/1005873","Flor Peeters"
"http://data.carnegiehall.org/names/1005856","Nikita Koshkin"
"http://data.carnegiehall.org/names/1005859","Carl Millegram"
"http://data.carnegiehall.org/names/1005860","Carl August Fischer"
"http://data.carnegiehall.org/names/1005862","Louis Lemaire"
"http://data.carnegiehall.org/names/1005863","René de Boisdeffre"
"http://data.carnegiehall.org/names/1005865","Johann Baptist Vanhal"
"http://data.carnegiehall.org/names/1005846","Yevstigney Ipat'yevich Fomin"
"http://data.carnegiehall.org/names/1005847","Santiago Lope"
"http://data.carnegiehall.org/names/1005849","Steven Heim"
"http://data.carnegiehall.org/names/1005850","Constantin Ionescu"
"http://data.carnegiehall.org/names/1005851","James Lovendusky"
"http://data.carnegiehall.org/names/1005853","[first name unknown] Giovannini"
"http://data.carnegiehall.org/names/1005838","B. Johnson"
"http://data.carnegiehall.org/names/1005839","[first name unknown] Hedenblad"
"http://data.carnegiehall.org/names/1005840","Agide Jacchia"
"http://data.carnegiehall.org/names/1005841","Gustav Hille"
"http://data.carnegiehall.org/names/1005842","Rodney Rogers"
"http://data.carnegiehall.org/names/1005845","Gavriil Yakimovich Lomakin"
"http://data.carnegiehall.org/names/1005829","Ching Lao Wang"
"http://data.carnegiehall.org/names/1005830","Thomas Brown"
"http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven"
"http://data.carnegiehall.org/names/1005834","Fernando Mendez"
"http://data.carnegiehall.org/names/1005836","Carnell Murrell"
"http://data.carnegiehall.org/names/1005837","Aleksei Lebedev"
"http://data.carnegiehall.org/names/1005821","Ernesto Fuste"
"http://data.carnegiehall.org/names/1005822","Nicolas Roussakis"
"http://data.carnegiehall.org/names/1005825","John Downey"
"http://data.carnegiehall.org/names/1005826","S. Ignatius Covney"
"http://data.carnegiehall.org/names/1005827","Albert W. Ketèlbey"
"http://data.carnegiehall.org/names/1005828","Guillaume Dufay"
"http://data.carnegiehall.org/names/1005812","Tivadar Nachèz"
"http://data.carnegiehall.org/names/1005813","Orest Harasymchuk"
"http://data.carnegiehall.org/names/1005814","Seymour Shifrin"
"http://data.carnegiehall.org/names/1005816","Robert Volkmann"
"http://data.carnegiehall.org/names/1005818","Pablo Sorozábal"
"http://data.carnegiehall.org/names/1005805","George Jackson"
"http://data.carnegiehall.org/names/1005806","Juan Crisóstomo de Arriaga"
"http://data.carnegiehall.org/names/1005807","John Vincent"
"http://data.carnegiehall.org/names/1005809","Robert P. Manookin"
"http://data.carnegiehall.org/names/1005810","Graham Major"
"http://data.carnegiehall.org/names/1005811","Scott Everly"
"http://data.carnegiehall.org/names/1005798","Jean-François Dandrieu"
"http://data.carnegiehall.org/names/1005800","Alfred Mellon"
"http://data.carnegiehall.org/names/1005801","Bernardo Storace"
"http://data.carnegiehall.org/names/1005802","Fred E. Ahlert"
"http://data.carnegiehall.org/names/1005803","Billy Goldenberg"
"http://data.carnegiehall.org/names/1005804","Ross Popoff"
"http://data.carnegiehall.org/names/1005790","Anthony Young"
"http://data.carnegiehall.org/names/1005791","Gerald Humel"
"http://data.carnegiehall.org/names/1005793","Edmund Soule"
"http://data.carnegiehall.org/names/1005795","Paul Dupin"
"http://data.carnegiehall.org/names/1005796","William Brade"
"http://data.carnegiehall.org/names/1005797","Henry A. Russotto"
"http://data.carnegiehall.org/names/1005781","Johann Rupprecht Dürrner"
"http://data.carnegiehall.org/names/1005783","Luigi Gianella"
"http://data.carnegiehall.org/names/1005784","Ching Chu"
"http://data.carnegiehall.org/names/1005785","Charles Lovenberg"
"http://data.carnegiehall.org/names/1005788","Erik Gustaf Geijer"
"http://data.carnegiehall.org/names/1005789","Albert Elkus"
"http://data.carnegiehall.org/names/1005774","Giovanni Battista Bassani"
"http://data.carnegiehall.org/names/1005775","Francis Thomé"
"http://data.carnegiehall.org/names/1005776","Ferdinando Carulli"
"http://data.carnegiehall.org/names/1005777","John Mackey"
"http://data.carnegiehall.org/names/1005778","Thomas W. Shea"
"http://data.carnegiehall.org/names/1005779","Marsha Hunt"
"http://data.carnegiehall.org/names/1005768","Mykhailo Verbytsky"
"http://data.carnegiehall.org/names/1005769","Donald Weelock"
"http://data.carnegiehall.org/names/1005770","Marie Howe"
"http://data.carnegiehall.org/names/1005771","Yevhen Stankovych"
"http://data.carnegiehall.org/names/1005772","Jehan Vaillant"
"http://data.carnegiehall.org/names/1005773","Nino Nicolosi"
"http://data.carnegiehall.org/names/1005762","[first name unknown] Godsky"
"http://data.carnegiehall.org/names/1005763","Henry Ellsworth"
"http://data.carnegiehall.org/names/1005764","Arno Babadjanian"
"http://data.carnegiehall.org/names/1005765","Alexandru Pascanu"
"http://data.carnegiehall.org/names/1005766","Stefano Bracci"
"http://data.carnegiehall.org/names/1005767","Hermann Reutter"
"http://data.carnegiehall.org/names/1005755","Guillaume Landre"
"http://data.carnegiehall.org/names/1005756","Stephen Dembski"
"http://data.carnegiehall.org/names/1005757","William Corbett"
"http://data.carnegiehall.org/names/1005758","[first name unknown] Grahm"
"http://data.carnegiehall.org/names/1005760","Sandberg"
"http://data.carnegiehall.org/names/1005761","David Zamiri"
"http://data.carnegiehall.org/names/1005745","William Duckworth"
"http://data.carnegiehall.org/names/1005746","Johann Ernst Altenburg"
"http://data.carnegiehall.org/names/1005747","Johann Hentzschel"
"http://data.carnegiehall.org/names/1005749","Daniel Wood"
"http://data.carnegiehall.org/names/1005751","Giuseppe Giordani"
"http://data.carnegiehall.org/names/1005752","Manuel Saumell Robredo"
"http://data.carnegiehall.org/names/1005737","Michael Biondi"
"http://data.carnegiehall.org/names/1005738","Harry Seitz"
"http://data.carnegiehall.org/names/1005741","Edward Solomon"
"http://data.carnegiehall.org/names/1005742","Gerald Marks"
"http://data.carnegiehall.org/names/1005743","Tristan Murail"
"http://data.carnegiehall.org/names/1005744","Johann Georg Albrechtsberger"
"http://data.carnegiehall.org/names/1005728","Giovanni Pierluigi de Palestrina"
"http://data.carnegiehall.org/names/1005729","Franz Berwald"
"http://data.carnegiehall.org/names/1005730","Hughie Cannon"
"http://data.carnegiehall.org/names/1005731","Ray Liebau"
"http://data.carnegiehall.org/names/1005735","Johann Christoph Lauterbach"
"http://data.carnegiehall.org/names/1005736","Julián Orbón"
"http://data.carnegiehall.org/names/1005719","Bernard Ernest Neuwirth"
"http://data.carnegiehall.org/names/1005720","Richard Leveridge"
"http://data.carnegiehall.org/names/1005723","Flor Alpaerts"
"http://data.carnegiehall.org/names/1005724","[first name unknown] Sulcer"
"http://data.carnegiehall.org/names/1005726","Carl Alves"
"http://data.carnegiehall.org/names/1005712","John Samuel Norris"
"http://data.carnegiehall.org/names/1005714","Friedrich Roesch"
"http://data.carnegiehall.org/names/1005715","Hans Ernst Kroyer"
"http://data.carnegiehall.org/names/1005716","Theodor Bubeck"
"http://data.carnegiehall.org/names/1005717","Hans Zimmer"
"http://data.carnegiehall.org/names/1005718","Aleksander Zarzycki"
"http://data.carnegiehall.org/names/1005705","Eddie Phoon"
"http://data.carnegiehall.org/names/1005706","Irwin Swack"
"http://data.carnegiehall.org/names/1005707","Tadeusz Szeligowski"
"http://data.carnegiehall.org/names/1005708","Michael P. Ellison"
"http://data.carnegiehall.org/names/1005710","James Dashow"
"http://data.carnegiehall.org/names/1005711","Johann Stobaeus"
"http://data.carnegiehall.org/names/1005695","Antonio Lotti"
"http://data.carnegiehall.org/names/1005698","Richard Tsang"
"http://data.carnegiehall.org/names/1005699","Amos Elkana"
"http://data.carnegiehall.org/names/1005701","Jacques Bank"
"http://data.carnegiehall.org/names/1005702","Viktor Keldorfer"
"http://data.carnegiehall.org/names/1005704","Elaine Barkin"
"http://data.carnegiehall.org/names/1005685","F.A. Hern"
"http://data.carnegiehall.org/names/1005687","Sylvio Lazzari"
"http://data.carnegiehall.org/names/1005689","Arthur H. Bird"
"http://data.carnegiehall.org/names/1005691","Konstantin Listov"
"http://data.carnegiehall.org/names/1005692","Joshua Weisser"
"http://data.carnegiehall.org/names/1005693","Jean-Baptiste Accolay"
"http://data.carnegiehall.org/names/1005677","Peggy Glanville-Hicks"
"http://data.carnegiehall.org/names/1005678","Barry Gibb"
"http://data.carnegiehall.org/names/1005679","Isidor Vorobchievici"
"http://data.carnegiehall.org/names/1005680","Sandor Harmati"
"http://data.carnegiehall.org/names/1005683","Bert Lown"
"http://data.carnegiehall.org/names/1005684","Daniel Börtz"
"http://data.carnegiehall.org/names/1005669","Toshio Kashiwagi"
"http://data.carnegiehall.org/names/1005670","George Bassman"
"http://data.carnegiehall.org/names/1005671","Ernest R. Kroeger"
"http://data.carnegiehall.org/names/1005674","Kazimieras Viktoras Banaitis"
"http://data.carnegiehall.org/names/1005675","Ernest R. Ball"
"http://data.carnegiehall.org/names/1005676","Max Vogrich"
"http://data.carnegiehall.org/names/1005660","B. Cairo"
"http://data.carnegiehall.org/names/1005662","Waldemar Henrique"
"http://data.carnegiehall.org/names/1005663","Erwin Lendvai"
"http://data.carnegiehall.org/names/1005664","Oleg Felzer"
"http://data.carnegiehall.org/names/1005666","E. Netzer"
"http://data.carnegiehall.org/names/1005668","Ernest Longstaffe"
"http://data.carnegiehall.org/names/1005648","Robert Moran"
"http://data.carnegiehall.org/names/1005649","Henry E. Sachs"
"http://data.carnegiehall.org/names/1005652","[first name unknown] Oslet"
"http://data.carnegiehall.org/names/1005655","Joseph Marx"
"http://data.carnegiehall.org/names/1005656","Vitezslav Novák"
"http://data.carnegiehall.org/names/1005658","Joelle Wallach"
"http://data.carnegiehall.org/names/1005640","Stacey Miller"
"http://data.carnegiehall.org/names/1005641","Mark Nevin"
"http://data.carnegiehall.org/names/1005642","Byun Hoon"
"http://data.carnegiehall.org/names/1005643","Edison Denisov"
"http://data.carnegiehall.org/names/1005645","Hans Rott"
"http://data.carnegiehall.org/names/1005628","[first name unknown] Pirker"
"http://data.carnegiehall.org/names/1005630","Norman Luboff"
"http://data.carnegiehall.org/names/1005631","Eugène Walckiers"
"http://data.carnegiehall.org/names/1005632","James Legg"
"http://data.carnegiehall.org/names/1005634","Robert Wykes"
"http://data.carnegiehall.org/names/1005637","Andrea Gabrieli"
"http://data.carnegiehall.org/names/1005621","Samuel Liddle"
"http://data.carnegiehall.org/names/1005623","Max von Schillings"
"http://data.carnegiehall.org/names/1005624","Hugh Hughes"
"http://data.carnegiehall.org/names/1005625","Johann Christoph Pepusch"
"http://data.carnegiehall.org/names/1005626","Eddy Rogers"
"http://data.carnegiehall.org/names/1005627","Roman Haubenstock-Ramati"
"http://data.carnegiehall.org/names/1005615","Eugène Damaré"
"http://data.carnegiehall.org/names/1005616","Alexander Wheelock Thayer"
"http://data.carnegiehall.org/names/1005617","Heinrich Kaminski"
"http://data.carnegiehall.org/names/1005618","Norbert Moret"
"http://data.carnegiehall.org/names/1005619","Carl L. Sjoberg"
"http://data.carnegiehall.org/names/1005620","Soon-Ae Kim"
"http://data.carnegiehall.org/names/1005607","[first name unknown] Dobrovolski"
"http://data.carnegiehall.org/names/1005608","John Duffy"
"http://data.carnegiehall.org/names/1005611","John Cheetham"
"http://data.carnegiehall.org/names/1005612","Walter Spencer Huffman"
"http://data.carnegiehall.org/names/1005613","Harri Wessman"
"http://data.carnegiehall.org/names/1005614","Donald Dillard"
"http://data.carnegiehall.org/names/1005601","G. Paul Naeger"
"http://data.carnegiehall.org/names/1005603","Gus Arnheim"
"http://data.carnegiehall.org/names/1005604","Tully J. Cathey"
"http://data.carnegiehall.org/names/1005605","David Jaffe"
"http://data.carnegiehall.org/names/1005606","Hermann Weil"
"http://data.carnegiehall.org/names/1005591","Samuel L. M. Barlow"
"http://data.carnegiehall.org/names/1005595","Steve Cohen"
"http://data.carnegiehall.org/names/1005596","[first name unknown] Wehrman"
"http://data.carnegiehall.org/names/1005597","William Ahern"
"http://data.carnegiehall.org/names/1005598","Xavier Benguerel"
"http://data.carnegiehall.org/names/1005599","Vangelis"
"http://data.carnegiehall.org/names/1005584","Edward F. Johnston"
"http://data.carnegiehall.org/names/1005585","Michael Coghlan"
"http://data.carnegiehall.org/names/1005586","Loretta Ellenberger"
"http://data.carnegiehall.org/names/1005587","Johann Gustav Eduard Stehle"
"http://data.carnegiehall.org/names/1005588","Elliot Goldenthal"
"http://data.carnegiehall.org/names/1005589","N. Chatziapostolou"
"http://data.carnegiehall.org/names/1005575","Francesco Balilla Pratella"
"http://data.carnegiehall.org/names/1005577","Mário Lago"
"http://data.carnegiehall.org/names/1005578","Walter Braunfels"
"http://data.carnegiehall.org/names/1005579","William Mason"
"http://data.carnegiehall.org/names/1005580","Robert E. Jager"
"http://data.carnegiehall.org/names/1005583","William Ortiz"
"http://data.carnegiehall.org/names/1005566","Orazio Vecchi"
"http://data.carnegiehall.org/names/1005567","Cristóbal Halffter"
"http://data.carnegiehall.org/names/1005568","Doo Wan Kim"
"http://data.carnegiehall.org/names/1005571","Joseph Haas"
"http://data.carnegiehall.org/names/1005572","Richard Decker"
"http://data.carnegiehall.org/names/1005573","Peter Lieuwen"
"http://data.carnegiehall.org/names/1005560","Francis J. Nesta"
"http://data.carnegiehall.org/names/1005561","Florabel Blackwell"
"http://data.carnegiehall.org/names/1005562","Hermann Goetz"
"http://data.carnegiehall.org/names/1005563","John P. Ordway"
"http://data.carnegiehall.org/names/1005564","George Heussenstamm"
"http://data.carnegiehall.org/names/1005565","Gerhard Schjelderup"
"http://data.carnegiehall.org/names/1005546","M. Greenwald"
"http://data.carnegiehall.org/names/1005547","Carlos Amable Ortiz"
"http://data.carnegiehall.org/names/1005550","Wintter Watts"
"http://data.carnegiehall.org/names/1005554","Zakhar Blyhakher"
"http://data.carnegiehall.org/names/1005559","Roy H. Milligan"
"http://data.carnegiehall.org/names/1005540","Ed Huckeby"
"http://data.carnegiehall.org/names/1005541","[first name unknown] Slunicko"
"http://data.carnegiehall.org/names/1005542","Donato Di Veroli"
"http://data.carnegiehall.org/names/1005543","Eugène Ketterer"
"http://data.carnegiehall.org/names/1005544","Menelaos Pallandios"
"http://data.carnegiehall.org/names/1005545","Frances McCollin"
"http://data.carnegiehall.org/names/1005529","Henry Sullivan"
"http://data.carnegiehall.org/names/1005531","Maurice C. Whitney"
"http://data.carnegiehall.org/names/1005532","Perotin"
"http://data.carnegiehall.org/names/1005536","F. Flaxington Harker"
"http://data.carnegiehall.org/names/1005537","Alexander Hynsky"
"http://data.carnegiehall.org/names/1005538","Hugo Jungst"
"http://data.carnegiehall.org/names/1005521","Laurent Couson"
"http://data.carnegiehall.org/names/1005523","Bert Kaempfert"
"http://data.carnegiehall.org/names/1005524","Eduardo Angulo"
"http://data.carnegiehall.org/names/1005526","Laurence Powell"
"http://data.carnegiehall.org/names/1005527","M. Mindlin"
"http://data.carnegiehall.org/names/1005528","Baldassare Donato"
"http://data.carnegiehall.org/names/1005513","Yong Ha Yoon"
"http://data.carnegiehall.org/names/1005515","Paul Gilson"
"http://data.carnegiehall.org/names/1005516","Juan Gutierrez de Padilla"
"http://data.carnegiehall.org/names/1005518","C.F.J. Girschner"
"http://data.carnegiehall.org/names/1005519","Koji Nakano"
"http://data.carnegiehall.org/names/1005520","Ellsworth C. Phelps"
"http://data.carnegiehall.org/names/1005506","Francisco Tárrega"
"http://data.carnegiehall.org/names/1005508","José Mariano Morales-Matos"
"http://data.carnegiehall.org/names/1005509","Josep Sancho Marraco"
"http://data.carnegiehall.org/names/1005510","Alvin Curran"
"http://data.carnegiehall.org/names/1005511","Ernst Haberbier"
"http://data.carnegiehall.org/names/1005495","Francis Fogarty"
"http://data.carnegiehall.org/names/1005496","Larry Yester"
"http://data.carnegiehall.org/names/1005497","José Marraco y Ferrer"
"http://data.carnegiehall.org/names/1005502","F. Bonnaud"
"http://data.carnegiehall.org/names/1005503","Michal Spisak"
"http://data.carnegiehall.org/names/1005488","Jose Islas"
"http://data.carnegiehall.org/names/1005489","Edgar Priest"
"http://data.carnegiehall.org/names/1005490","Akira Ifukube"
"http://data.carnegiehall.org/names/1005492","Peter Sculthorpe"
"http://data.carnegiehall.org/names/1005493","Giovanni Carlo Maria Clari"
"http://data.carnegiehall.org/names/1005494","Bo Linde"
"http://data.carnegiehall.org/names/1005478","Joel Welbah"
"http://data.carnegiehall.org/names/1005479","[first name unknown] Rucker"
"http://data.carnegiehall.org/names/1005480","Vassily Kalinnikov"
"http://data.carnegiehall.org/names/1005481","Niccolò Piccinni"
"http://data.carnegiehall.org/names/1005484","Curtis Mayfield"
"http://data.carnegiehall.org/names/1005487","Sang Tong"
"http://data.carnegiehall.org/names/1005469","Mischa Sarche Zupko"
"http://data.carnegiehall.org/names/1005470","[first name unknown] Saeger"
"http://data.carnegiehall.org/names/1005471","Brian Balmages"
"http://data.carnegiehall.org/names/1005474","Allan Macbeth"
"http://data.carnegiehall.org/names/1005476","Pierre Sancan"
"http://data.carnegiehall.org/names/1005477","[first name unknown] Scheppegral"
"http://data.carnegiehall.org/names/1005458","Sean O'Loughlin"
"http://data.carnegiehall.org/names/1005459","Armas Järnefelt"
"http://data.carnegiehall.org/names/1005462","Teizo Matsumura"
"http://data.carnegiehall.org/names/1005464","Gustav Nordqvist"
"http://data.carnegiehall.org/names/1005465","E.J. Fitzhugh"
"http://data.carnegiehall.org/names/1005467","Christine Lavin"
"http://data.carnegiehall.org/names/1005448","Carlos Gardel"
"http://data.carnegiehall.org/names/1005451","Pekka Kostiainen"
"http://data.carnegiehall.org/names/1005453","Giacomo Benvenuti"
"http://data.carnegiehall.org/names/1005454","[first name unknown] Infanta"
"http://data.carnegiehall.org/names/1005455","José Pradas Gallén"
"http://data.carnegiehall.org/names/1005457","Arthur Conley"
"http://data.carnegiehall.org/names/1005439","Frank Campo"
"http://data.carnegiehall.org/names/1005440","Raffaele Calace"
"http://data.carnegiehall.org/names/1005441","Der Unverzagte"
"http://data.carnegiehall.org/names/1005443","D. T. Tang"
"http://data.carnegiehall.org/names/1005445","Theodore Stearns"
"http://data.carnegiehall.org/names/1005447","J. Becker"
"http://data.carnegiehall.org/names/1005432","Jean-François-Victor Bellon"
"http://data.carnegiehall.org/names/1005433","[first name unknown] Isenmann"
"http://data.carnegiehall.org/names/1005434","Juliusz Zarebski"
"http://data.carnegiehall.org/names/1005435","Fritz Lorleberg"
"http://data.carnegiehall.org/names/1005437","James Cohn"
"http://data.carnegiehall.org/names/1005438","John McGill"
"http://data.carnegiehall.org/names/1005423","Ferdinand Siebert"
"http://data.carnegiehall.org/names/1005424","Andy Vores"
"http://data.carnegiehall.org/names/1005426","Cesare Galeotti"
"http://data.carnegiehall.org/names/1005427","Frank H. Grey"
"http://data.carnegiehall.org/names/1005429","Carl Attenhofer"
"http://data.carnegiehall.org/names/1005430","He Zhan Ho"
"http://data.carnegiehall.org/names/1005412","William P. Latham"
