"work","title"
"http://data.carnegiehall.org/works/24276","Suite No. 3 for Solo Cello in C Major, BWV 1009"
"http://data.carnegiehall.org/works/72653","Madra's Musings"
"http://data.carnegiehall.org/works/74363","Murmelndes Lüftchen, Op. 21, No. 4"
"http://data.carnegiehall.org/works/116959","His Name is Wonderful"
"http://data.carnegiehall.org/works/4371","Der Handkuss"
"http://data.carnegiehall.org/works/10676","Violin Concerto in A Major"
"http://data.carnegiehall.org/works/14325","Piano Concerto"
"http://data.carnegiehall.org/works/16436","Sept chansons de Clément Marot, Op. 15: 1. Estreines à Anne"
"http://data.carnegiehall.org/works/17991","Aprile"
"http://data.carnegiehall.org/works/19917","Romancer (aeldre og nyere), Op. 39: 3. I liden højt deroppe"
"http://data.carnegiehall.org/works/52345","The Son of God Goes Forth to War"
"http://data.carnegiehall.org/works/64345","Återkomsten (The Return)"
"http://data.carnegiehall.org/works/93730","Piano Sonata No. 1 in C Major, Op. 24: 4. Rondo. Presto (Perpetuum mobile)"
"http://data.carnegiehall.org/works/98824","Dreams, Earth, and Heavens, LRC 101"
"http://data.carnegiehall.org/works/4988","Suite im alten Stil in A Minor, Op. 10: 1. Presto"
"http://data.carnegiehall.org/works/42036","Chant de Mai"
"http://data.carnegiehall.org/works/50694","In Nature's Realm, Op. 91"
"http://data.carnegiehall.org/works/71138","Requiem"
"http://data.carnegiehall.org/works/84452","One Wintry Night"
"http://data.carnegiehall.org/works/18071","8 Études, Op. 42: Étude (unspecified)"
"http://data.carnegiehall.org/works/20067","5 Lieder: Der Nachtwanderer, Op. 7, No. 2"
"http://data.carnegiehall.org/works/47665","Il Dibuk"
"http://data.carnegiehall.org/works/70279","Nunavut"
"http://data.carnegiehall.org/works/92980","Variation on a Theme of Anton Diabelli"
"http://data.carnegiehall.org/works/99139","Ride in the Chariot"
"http://data.carnegiehall.org/works/110599","Tuxedo Junction"
"http://data.carnegiehall.org/works/3406","Symphony No. 6 in F Major, Op. 68, ""Pastorale"": 2. Andante molto mosso"
"http://data.carnegiehall.org/works/25505","Double Music"
"http://data.carnegiehall.org/works/47835","Sixteen Songs: Loneliness"
"http://data.carnegiehall.org/works/61860","Sonata for Flute and Harpsichord in E Major H. 506 (W. 84)"
"http://data.carnegiehall.org/works/72597","Cantos de Cifar y el mar dulce: En la vela del angelito"
"http://data.carnegiehall.org/works/86659","The Weeping Willow and the Green Hill"
"http://data.carnegiehall.org/works/108790","In Whose Mouth, the Stars"
"http://data.carnegiehall.org/works/6749","A Damsel in Distress: Nice Work if You Can Get It"
"http://data.carnegiehall.org/works/15060","Sole e amore"
"http://data.carnegiehall.org/works/25783","La Périchole: Venez dans mon palais"
"http://data.carnegiehall.org/works/49009","Amadis de Gaule: Que vois je? O spectacle effroyable"
"http://data.carnegiehall.org/works/97502","Thoroughbred Two-Step"
"http://data.carnegiehall.org/works/112403","String Quartet"
"http://data.carnegiehall.org/works/111841","America, The Dream Goes On"
"http://data.carnegiehall.org/works/6884","Harp Quartet"
"http://data.carnegiehall.org/works/14336","Let Mount Zion Rejoice"
"http://data.carnegiehall.org/works/21690","The Liberty Bell"
"http://data.carnegiehall.org/works/26819","Black Sun"
"http://data.carnegiehall.org/works/47455","Four Courtly Masquing Ayres"
"http://data.carnegiehall.org/works/59628","Kyrie"
"http://data.carnegiehall.org/works/68097","Baby: And What If We Had Loved Like That"
"http://data.carnegiehall.org/works/114738","Deep Peace"
"http://data.carnegiehall.org/works/15027","Zigeunerlied, Op. 55, No. 2"
"http://data.carnegiehall.org/works/29554","10 Pieces from Romeo and Juliet, Op. 75"
"http://data.carnegiehall.org/works/54633","L’arlésienne Suite No. 2: 2. Intermezzo"
"http://data.carnegiehall.org/works/26003","Me rendi pur contento"
"http://data.carnegiehall.org/works/38395","Capriccio (on a Theme from Rimsky-Korsakov)"
"http://data.carnegiehall.org/works/47092","Wallenstein's Camp, Op. 14"
"http://data.carnegiehall.org/works/116742","A Dream"
"http://data.carnegiehall.org/works/3162","Mass in B Minor, BWV 232: Sanctus"
"http://data.carnegiehall.org/works/11876","Sonata in F Major"
"http://data.carnegiehall.org/works/21807","Pastoral"
"http://data.carnegiehall.org/works/22953","Calypso Song"
"http://data.carnegiehall.org/works/71698","Superman: March"
"http://data.carnegiehall.org/works/75841","Come Share Our Pride"
"http://data.carnegiehall.org/works/80502","Lord, search my heart"
"http://data.carnegiehall.org/works/91048","Up on the Mountain Shouting"
"http://data.carnegiehall.org/works/105574","Grajek (The Fiddler)"
"http://data.carnegiehall.org/works/110897","Eurydice: Orpheus never liked words ...This is what it is to love an artist"
"http://data.carnegiehall.org/works/176","The Rain"
"http://data.carnegiehall.org/works/12454","Withered Leaves"
"http://data.carnegiehall.org/works/63621","How It Happens: It Raged"
"http://data.carnegiehall.org/works/67029","De tous biens plaine"
"http://data.carnegiehall.org/works/68171","Wachet auf, ruft uns die Stimme"
"http://data.carnegiehall.org/works/74783","Andante largo, Op. 5, No. 5"
"http://data.carnegiehall.org/works/94601","Studies after the Chopin Trois nouvelles études: Study No. 45 in E Major after Trois nouvelles études No. 2 (for left hand alone)"
"http://data.carnegiehall.org/works/2694","10 Easy Pieces, BB 51: 6. Hungarian Folksong. Allegretto"
"http://data.carnegiehall.org/works/2776","Spellbound: Selection(s)"
"http://data.carnegiehall.org/works/7103","The First Set Of Madrigals And Mottets, Apt For Viols And Voyces: Daintie Fine Bird, No. 2"
"http://data.carnegiehall.org/works/59805","Sports et divertissements: Les Quatres-Coins"
"http://data.carnegiehall.org/works/117055","Sanctifaction"
"http://data.carnegiehall.org/works/39910","Ballet Suite"
"http://data.carnegiehall.org/works/45472","Épiphanie"
"http://data.carnegiehall.org/works/58089","The Sunshine Girl: Selection"
"http://data.carnegiehall.org/works/73973","Duo for Violin and Viola in C Major"
"http://data.carnegiehall.org/works/91891","Four Portraits"
"http://data.carnegiehall.org/works/108742","Cold Shot"
"http://data.carnegiehall.org/works/116513","Marcia Sinfonica"
"http://data.carnegiehall.org/works/240","Tord Foleson"
"http://data.carnegiehall.org/works/6748","Die schöne Müllerin, D. 795: 17. Die böse Farbe"
"http://data.carnegiehall.org/works/61812","Cello Concerto No. 2 in C Major, Op. 77"
"http://data.carnegiehall.org/works/112734","Animal Imagination"
"http://data.carnegiehall.org/works/25487","Spitfire Prelude and Fugue"
"http://data.carnegiehall.org/works/36011","Wohin?"
"http://data.carnegiehall.org/works/60668","Étude in C Major, Op. 10, No. 1"
"http://data.carnegiehall.org/works/62611","Madrigali: 5. Luci serene e chiare"
"http://data.carnegiehall.org/works/69980","Suite No. 4 for Solo Cello in E-flat Major, BWV 1010: Bourrée"
"http://data.carnegiehall.org/works/70367","Accompanied Recitative"
"http://data.carnegiehall.org/works/80021","Shake the Papaya Down (Calypso Song)"
"http://data.carnegiehall.org/works/85039","Flowers Over the Graves of War"
"http://data.carnegiehall.org/works/106323","That Good Old Baylor Line"
"http://data.carnegiehall.org/works/5001","Clamavi"
"http://data.carnegiehall.org/works/44965","The Scarlet Pimpernel: Only Love"
"http://data.carnegiehall.org/works/75940","Tango for Gabriela"
"http://data.carnegiehall.org/works/101377","Czasem, gdy dlugo na pól sennie marze (Sometimes, when long I drowsily dream)"
"http://data.carnegiehall.org/works/104477","Snowfall"
"http://data.carnegiehall.org/works/111030","4 Lacquer Prints: 2 songs (unspecified)"
"http://data.carnegiehall.org/works/65363","Cripple Creek Ferry"
"http://data.carnegiehall.org/works/100133","The Art of the Fugue, BWV 1080: Canon per augmentationem in contrario moto"
"http://data.carnegiehall.org/works/2820","Album pour enfants, Op. 39: 20. La sorcière"
"http://data.carnegiehall.org/works/12220","Under Many Flags: Selection"
"http://data.carnegiehall.org/works/21443","3 Piezas Cubanas"
"http://data.carnegiehall.org/works/27985","Porgy and Bess: Train Song, ""Leavin' fo' the Promis' Lan'"""
"http://data.carnegiehall.org/works/28360","Excursions, Op. 20"
"http://data.carnegiehall.org/works/31142","Natural Blues"
"http://data.carnegiehall.org/works/44267","Giovine vaga, non senti’"
"http://data.carnegiehall.org/works/60205","A Spirit Flower"
