"work","title"
"http://data.carnegiehall.org/works/99540","Going Home"
"http://data.carnegiehall.org/works/3307","Sonata in A Major, K. 113"
"http://data.carnegiehall.org/works/60854","Songs of Innocence"
"http://data.carnegiehall.org/works/65973","In the Name(less)"
"http://data.carnegiehall.org/works/97001","Aubade for the Continuation of Life"
"http://data.carnegiehall.org/works/104360","A Christmas Journey"
"http://data.carnegiehall.org/works/2609","3 Chansons de Charles d'Orléans: 3. Yver, vous n'estes qu'un villain"
"http://data.carnegiehall.org/works/36371","Oh! tell me dear one"
"http://data.carnegiehall.org/works/55480","Jesu, der du meine Seele, BWV 78: 2. Aria (duet): Wir eilen mit schwachen doch emsigen Schritten"
"http://data.carnegiehall.org/works/64948","Dolly Suite, Op. 56: 2. Mi-a-ou"
"http://data.carnegiehall.org/works/75506","Laible Woods"
"http://data.carnegiehall.org/works/83438","La Habana tiene su son"
"http://data.carnegiehall.org/works/100582","After the Revels"
"http://data.carnegiehall.org/works/39255","The Golden Legend"
"http://data.carnegiehall.org/works/52196","In the Fields"
"http://data.carnegiehall.org/works/61039","King for a Day"
"http://data.carnegiehall.org/works/53393","Love me or not"
"http://data.carnegiehall.org/works/53937","Violin Sonata in C Major, K. 296"
"http://data.carnegiehall.org/works/76164","Cirandinhas: 2. Adeus, bela morena"
"http://data.carnegiehall.org/works/85194","Song (unspecified)"
"http://data.carnegiehall.org/works/92553","Danse macabre, Op. 40"
"http://data.carnegiehall.org/works/102584","Wayfaring Stranger"
"http://data.carnegiehall.org/works/106088","The Nursery Rhyme Cantata: 7. Fairest Lady"
"http://data.carnegiehall.org/works/16886","Invocación y danza"
"http://data.carnegiehall.org/works/56745","Concertino in G Minor"
"http://data.carnegiehall.org/works/86848","Sing Me Home"
"http://data.carnegiehall.org/works/97820","Quince"
"http://data.carnegiehall.org/works/2622","Excursion"
"http://data.carnegiehall.org/works/10076","Stein Song"
"http://data.carnegiehall.org/works/13122","Maritana: Yes! Let me like a Soldier fall"
"http://data.carnegiehall.org/works/25946","Maid in America: Selection"
"http://data.carnegiehall.org/works/61175","Jeuparti"
"http://data.carnegiehall.org/works/62005","Chamber Concerto No. 2: In Memoriam Edward Kilenyi"
"http://data.carnegiehall.org/works/82207","Song"
"http://data.carnegiehall.org/works/88677","Symphony for Voices and Orchestra"
"http://data.carnegiehall.org/works/656","Doubles for Oboe and Piano"
"http://data.carnegiehall.org/works/29","Era di Maggio"
"http://data.carnegiehall.org/works/6216","The Student Prince: Drinking Song"
"http://data.carnegiehall.org/works/23482","A Country Scene"
"http://data.carnegiehall.org/works/32764","Under Heaven, under the sun"
"http://data.carnegiehall.org/works/65699","Cantos de Cifar y el mar dulce: Me diste oh Dios! una hija"
"http://data.carnegiehall.org/works/87832","Violin Concerto in F Minor, RV 297, ""Winter"""
"http://data.carnegiehall.org/works/92704","1937"
"http://data.carnegiehall.org/works/100002","Come All You Fair and Tender Ladies"
"http://data.carnegiehall.org/works/102008","Trombone Concerto: 2. Blues"
"http://data.carnegiehall.org/works/7362","Joshua, HWV 64: Aria (unspecified)"
"http://data.carnegiehall.org/works/18083","Kanteletar, Op. 100: Paimenlaulu"
"http://data.carnegiehall.org/works/38089","Appalachian Spring Suite for 13 Instruments"
"http://data.carnegiehall.org/works/40585","Kiss Me, Kate: Wunderbar"
"http://data.carnegiehall.org/works/59831","The Ayres of Agincourt"
"http://data.carnegiehall.org/works/77728","Hommage à Chopin"
"http://data.carnegiehall.org/works/107623","Fanfare of the Woods"
"http://data.carnegiehall.org/works/5689","Come and Love Me"
"http://data.carnegiehall.org/works/15443","The Journey of Owain Madac"
"http://data.carnegiehall.org/works/30002","String Quartet No. 2 (""the Valley Of The Menhirs"")"
"http://data.carnegiehall.org/works/42528","Class of '97"
"http://data.carnegiehall.org/works/50708","The Ocean, Op. 99"
"http://data.carnegiehall.org/works/60866","Selection (unspecified)"
"http://data.carnegiehall.org/works/82112","Marines' Hymn"
"http://data.carnegiehall.org/works/104737","I Know Where I'm Going"
"http://data.carnegiehall.org/works/111208","Kolot Meheharim, Israeli Choral Ballet Suite"
"http://data.carnegiehall.org/works/10268","Danzas de Panama"
"http://data.carnegiehall.org/works/14814","My Little Suede Shoes"
"http://data.carnegiehall.org/works/17446","Mazurka, Op. 50, No. 3"
"http://data.carnegiehall.org/works/27185","Symphony No. 11 in G Minor, Op. 103, ""The Year 1905"""
"http://data.carnegiehall.org/works/30607","Hit The Deck: Sometimes I'm Happy"
"http://data.carnegiehall.org/works/45078","Felice l'alma"
"http://data.carnegiehall.org/works/52665","Dance"
"http://data.carnegiehall.org/works/73611","Once Upon a Time in America: Selection"
"http://data.carnegiehall.org/works/77789","Down Honolulu Way"
"http://data.carnegiehall.org/works/87817","Herzlich tut mich verlangen, BWV 727"
"http://data.carnegiehall.org/works/105557","Shimmering Joy"
"http://data.carnegiehall.org/works/33754","Axur, re d'Ormus: Overture"
"http://data.carnegiehall.org/works/35049","""Mother"" Many Thoughts a Day"
"http://data.carnegiehall.org/works/62389","Three Pieces with Two Interludes"
"http://data.carnegiehall.org/works/81204","Naked Eye"
"http://data.carnegiehall.org/works/87187","Lariya"
"http://data.carnegiehall.org/works/108849","Selection (unspecified)"
"http://data.carnegiehall.org/works/41600","Of Jeoffry, His Cat"
"http://data.carnegiehall.org/works/61313","Musetta"
"http://data.carnegiehall.org/works/65331","Karoon"
