"event","date","title","workperformed","genre","genreLabel","composer","composerName","skos"
"http://data.carnegiehall.org/events/22199","1950-05-05T20:30:00","Carnegie Pops","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/17009","1946-06-18T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52284","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/2605","1947-05-14T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/6388","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/18024","1947-05-06T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/18445","1943-01-29T20:30:00","Paul Draper, Tap Dancer, and Larry Adler, Harmonica","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/7351","1949-10-01T20:30:00","Symphonic Accordion Society","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/11014","1927-11-15T20:30:00","Dmitri and Helen Jeffrey","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/11113","1946-05-04T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/28672","1948-05-04T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/27043","1924-04-21T20:00:00","Paul Whiteman and His Orchestra","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/16806","1946-06-05T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/28672","1948-05-04T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/11200","1947-05-29T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/12808","1948-05-19T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/24105","1941-12-28T20:30:00","Paul Draper, Tap Dancer, and Larry Adler, Harmonica","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/18142","1947-06-10T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/15631","1924-11-15T20:30:00","Paul Whiteman and His Orchestra","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/27043","1924-04-21T20:00:00","Paul Whiteman and His Orchestra","http://data.carnegiehall.org/works/52961","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/32820","1943-04-11T20:30:00","Café Society Concert","http://data.carnegiehall.org/works/105187","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/2974","1945-04-07T20:30:00","Fun with Music","http://data.carnegiehall.org/works/6388","http://data.carnegiehall.org/genres/9","comedy","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/29744","1946-06-17T20:30:00","Carnegie Pop Concert: Jazz at the Philharmonic","http://data.carnegiehall.org/works/50099","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/21054","1938-01-16T20:30:00","Benny Goodman and His Swing Orchestra","http://data.carnegiehall.org/works/50099","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/29661","1948-04-22T20:30:00","B'nai B'rith Victory Lodge Concert","http://data.carnegiehall.org/works/20343","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/29661","1948-04-22T20:30:00","B'nai B'rith Victory Lodge Concert","http://data.carnegiehall.org/works/50099","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/22199","1950-05-05T20:30:00","Carnegie Pops","http://data.carnegiehall.org/works/105187","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/34151","1945-04-15T20:30:00","Lionel Hampton and His Orchestra","http://data.carnegiehall.org/works/24876","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/28672","1948-05-04T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/24876","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/38601","1950-09-17T00:00:00","Midnight Performance: Jazz at the Philharmonic","http://data.carnegiehall.org/works/24876","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/28672","1948-05-04T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/24876","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/5976","1950-05-13T20:30:00","Carnegie Pops","http://data.carnegiehall.org/works/6388","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/5976","1950-05-13T20:30:00","Carnegie Pops","http://data.carnegiehall.org/works/49744","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/2605","1947-05-14T20:30:00","Carnegie Pop Concert","http://data.carnegiehall.org/works/50099","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/32820","1943-04-11T20:30:00","Café Society Concert","http://data.carnegiehall.org/works/56190","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
"http://data.carnegiehall.org/events/29661","1948-04-22T20:30:00","B'nai B'rith Victory Lodge Concert","http://data.carnegiehall.org/works/56190","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/34823","George Gershwin","http://www.wikidata.org/entity/Q123829"
