"event","date","title","workperformed","genre","genreLabel","composer","composerName","skos"
"http://data.carnegiehall.org/events/29063","1983-02-27T20:00:00","New York City Gay Men's Chorus","http://data.carnegiehall.org/works/109229","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/31775","Tammy Wynette","http://www.wikidata.org/entity/Q234017"
"http://data.carnegiehall.org/events/29565","1993-06-13T18:45:00","Prelude Concert: Pensacola Junior College Jazz Ensemble","http://data.carnegiehall.org/works/116301","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/101042","John LaBarbera","http://www.wikidata.org/entity/Q6243748"
"http://data.carnegiehall.org/events/20892","1994-04-06T19:00:00","Carnegie Hall Salutes the Jazz Masters: Verve Records at 50","http://data.carnegiehall.org/works/30662","http://data.carnegiehall.org/genres/467","bossa nova","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/32020","1984-10-25T20:00:00","Andy LaVerne: A Simple Matter of Conviction","http://data.carnegiehall.org/works/30662","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/32020","1984-10-25T20:00:00","Andy LaVerne: A Simple Matter of Conviction","http://data.carnegiehall.org/works/3962","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/32020","1984-10-25T20:00:00","Andy LaVerne: A Simple Matter of Conviction","http://data.carnegiehall.org/works/19439","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/14412","1994-06-25T20:00:00","JVC Jazz Festival: George Shearing and Cleo Laine: A Jazz Hall of Fame Concert","http://data.carnegiehall.org/works/98366","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/20892","1994-04-06T19:00:00","Carnegie Hall Salutes the Jazz Masters: Verve Records at 50","http://data.carnegiehall.org/works/30662","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/13514","1987-10-22T20:00:00","Clare Fischer, Piano","http://data.carnegiehall.org/works/30662","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/19811","Bill Evans","http://www.wikidata.org/entity/Q208205"
"http://data.carnegiehall.org/events/27605","1987-01-06T20:00:00","Ramsey Lewis Quintet","http://data.carnegiehall.org/works/31847","http://data.carnegiehall.org/genres/35","pop music","http://data.carnegiehall.org/names/59139","Ramsey Lewis","http://www.wikidata.org/entity/Q1936300"
"http://data.carnegiehall.org/events/16430","1982-06-30T17:00:00","Kool Jazz Festival: The Young Lions","http://data.carnegiehall.org/works/19898","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/59543","Chico Freeman","http://www.wikidata.org/entity/Q1072233"
"http://data.carnegiehall.org/events/27872","1997-03-06T20:00:00","Carnegie Hall Jazz Band: An Evening of Brazilian Jazz","http://data.carnegiehall.org/works/58937","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/40988","Claudio Roditi","http://www.wikidata.org/entity/Q1098159"
"http://data.carnegiehall.org/events/27872","1997-03-06T20:00:00","Carnegie Hall Jazz Band: An Evening of Brazilian Jazz","http://data.carnegiehall.org/works/50579","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/40988","Claudio Roditi","http://www.wikidata.org/entity/Q1098159"
"http://data.carnegiehall.org/events/35553","1989-07-14T20:00:00","Landmark Jazz Concerts: The Clef Club Concert","http://data.carnegiehall.org/works/64852","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/42307","James Reese Europe","http://www.wikidata.org/entity/Q1280917"
"http://data.carnegiehall.org/events/35553","1989-07-14T20:00:00","Landmark Jazz Concerts: The Clef Club Concert","http://data.carnegiehall.org/works/38128","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/42307","James Reese Europe","http://www.wikidata.org/entity/Q1280917"
"http://data.carnegiehall.org/events/35553","1989-07-14T20:00:00","Landmark Jazz Concerts: The Clef Club Concert","http://data.carnegiehall.org/works/64850","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/42307","James Reese Europe","http://www.wikidata.org/entity/Q1280917"
"http://data.carnegiehall.org/events/35553","1989-07-14T20:00:00","Landmark Jazz Concerts: The Clef Club Concert","http://data.carnegiehall.org/works/11073","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/42307","James Reese Europe","http://www.wikidata.org/entity/Q1280917"
"http://data.carnegiehall.org/events/31149","2000-04-13T19:00:00","Rainforest Foundation Benefit Concert","http://data.carnegiehall.org/works/33694","http://data.carnegiehall.org/genres/39","rock music","http://data.carnegiehall.org/names/17218","Smokey Robinson","http://www.wikidata.org/entity/Q310332"
"http://data.carnegiehall.org/events/7293","1980-11-26T14:30:00","McDonald's All-American High School Band and Jazz Band","http://data.carnegiehall.org/works/59007","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/10700","Howard Hanson","http://www.wikidata.org/entity/Q382748"
"http://data.carnegiehall.org/events/4049","1977-01-08T20:00:00","Hubert Laws, Lonnie Liston Smith, and Earl Klugh","http://data.carnegiehall.org/works/14703","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/16073","Charlie Shavers","http://www.wikidata.org/entity/Q1067003"
"http://data.carnegiehall.org/events/50014","1977-01-09T00:00:00","Midnight Performance: Hubert Laws, Lonnie Liston Smith, and Earl Klugh","http://data.carnegiehall.org/works/14703","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/16073","Charlie Shavers","http://www.wikidata.org/entity/Q1067003"
"http://data.carnegiehall.org/events/17537","1992-10-22T20:00:00","Carnegie Hall Jazz Band: Saxophone Summit","http://data.carnegiehall.org/works/27206","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/1428","Jay McShann","http://www.wikidata.org/entity/Q1684347"
"http://data.carnegiehall.org/events/19394","1996-10-17T20:00:00","Carnegie Hall Jazz Band: Eastwood After Hours - A Night of Jazz","http://data.carnegiehall.org/works/29126","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/1428","Jay McShann","http://www.wikidata.org/entity/Q1684347"
"http://data.carnegiehall.org/events/31477","1981-03-06T20:00:00","Kool Super Nights: A Joyous Salute to W.C. Handy","http://data.carnegiehall.org/works/43092","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/26106","James P. Johnson","http://www.wikidata.org/entity/Q550541"
"http://data.carnegiehall.org/events/34744","1998-01-27T20:00:00","Rialto Ripples: The Piano and George Gershwin","http://data.carnegiehall.org/works/44766","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/26106","James P. Johnson","http://www.wikidata.org/entity/Q550541"
"http://data.carnegiehall.org/events/11352","1978-09-23T20:00:00","Dexter Gordon, Tenor Saxophone","http://data.carnegiehall.org/works/60373","http://data.carnegiehall.org/genres/34","jazz","http://data.carnegiehall.org/names/2289","Sonny Stitt","http://www.wikidata.org/entity/Q502311"
