,composer,composerLabel
1012,http://data.carnegiehall.org/names/1002342,Nicolas Dezede
1013,http://data.carnegiehall.org/names/1002328,Ramón Montes de Oca
1014,http://data.carnegiehall.org/names/1002329,Benjamin Whelpley
1015,http://data.carnegiehall.org/names/1002331,W. Loukine
1016,http://data.carnegiehall.org/names/1002332,Jacques Hétu
1017,http://data.carnegiehall.org/names/1002333,Ismael Cardona
1018,http://data.carnegiehall.org/names/1002334,Pete Rugolo
1019,http://data.carnegiehall.org/names/1002320,Christopher Tye
1020,http://data.carnegiehall.org/names/1002321,Patricia W. Melissa
1021,http://data.carnegiehall.org/names/1002323,Mabel Wheeler Daniels
1022,http://data.carnegiehall.org/names/1002324,Eric Sawyer
1023,http://data.carnegiehall.org/names/1002325,Krešimir Baranovic
1024,http://data.carnegiehall.org/names/1002326,Ferdinand Gumbert
1025,http://data.carnegiehall.org/names/1002313,Luis Arcaraz
1026,http://data.carnegiehall.org/names/1002314,[first name unknown] Pelmear
1027,http://data.carnegiehall.org/names/1002315,Frank Sanucci
1028,http://data.carnegiehall.org/names/1002316,George Rochberg
1029,http://data.carnegiehall.org/names/1002318,John Oswald
1030,http://data.carnegiehall.org/names/1002319,Francesco Turini
1031,http://data.carnegiehall.org/names/1002304,Johann Melchior Molter
1032,http://data.carnegiehall.org/names/1002306,Michel Rateau
1033,http://data.carnegiehall.org/names/1002307,Yury Shaporin
1034,http://data.carnegiehall.org/names/1002310,J. Paul Williams
1035,http://data.carnegiehall.org/names/1002311,Jay Chattaway
1036,http://data.carnegiehall.org/names/1002312,[first name unknown] Valverde
1037,http://data.carnegiehall.org/names/1002295,Toshio Funasaka
1038,http://data.carnegiehall.org/names/1002296,Denny Lane
1039,http://data.carnegiehall.org/names/1002297,Geirr Tveitt
1040,http://data.carnegiehall.org/names/1002299,Federico Moreno Torroba
1041,http://data.carnegiehall.org/names/1002300,Peter Mathews
1042,http://data.carnegiehall.org/names/1002303,Balint Bakfark
1043,http://data.carnegiehall.org/names/5000,Richard Heuberger
1044,http://data.carnegiehall.org/names/35995,Derek Bermel
1045,http://data.carnegiehall.org/names/38927,John Sebastian
1046,http://data.carnegiehall.org/names/2514,Francis E. Resta
1047,http://data.carnegiehall.org/names/54976,John Klemmer
1048,http://data.carnegiehall.org/names/7324,Arthur Berger
1049,http://data.carnegiehall.org/names/59543,Chico Freeman
1050,http://data.carnegiehall.org/names/32472,J.W. Lillard
1051,http://data.carnegiehall.org/names/54988,Max Pollikoff
1052,http://data.carnegiehall.org/names/8383,Richard Galliano
1053,http://data.carnegiehall.org/names/125623,Iman Habibi
1054,http://data.carnegiehall.org/names/8775,Tommy Newsom
1055,http://data.carnegiehall.org/names/38566,Francesco Magliocco
1056,http://data.carnegiehall.org/names/3713,Hugo Macher
1057,http://data.carnegiehall.org/names/64154,Bobby Capó
1058,http://data.carnegiehall.org/names/58610,Arvid Samuelson
1059,http://data.carnegiehall.org/names/129254,Masha Brodskaya
1060,http://data.carnegiehall.org/names/28402,William Ebann
1061,http://data.carnegiehall.org/names/113490,Jack Noble White
1062,http://data.carnegiehall.org/names/17897,Cecil McBee
1063,http://data.carnegiehall.org/names/10123,Sheila Jordan
1064,http://data.carnegiehall.org/names/128505,Mordecai Sandberg
1065,http://data.carnegiehall.org/names/62823,Joshua Cody
1066,http://data.carnegiehall.org/names/51879,Buddy Montgomery
1067,http://data.carnegiehall.org/names/40350,Andy LaVerne
1068,http://data.carnegiehall.org/names/19694,James P. Dunn
1069,http://data.carnegiehall.org/names/63470,Walter Parazaider
1070,http://data.carnegiehall.org/names/29782,Martin Boykan
1071,http://data.carnegiehall.org/names/4144,Bill Monroe
1072,http://data.carnegiehall.org/names/80446,Carine Gutlerner
1073,http://data.carnegiehall.org/names/40405,Evelyn Glennie
1074,http://data.carnegiehall.org/names/2661,Mongo Santamaría
1075,http://data.carnegiehall.org/names/38869,Jaki Byard
1076,http://data.carnegiehall.org/names/37880,Gilopez Kabayao
1077,http://data.carnegiehall.org/names/57852,Fred Hersch
1078,http://data.carnegiehall.org/names/78749,Mavis Pan
1079,http://data.carnegiehall.org/names/25069,Earl Howard
1080,http://data.carnegiehall.org/names/101947,Phresh Makhene
1081,http://data.carnegiehall.org/names/67858,Ruben Yessayan
1082,http://data.carnegiehall.org/names/80072,Teresa LeVelle
1083,http://data.carnegiehall.org/names/47971,William Walton
1084,http://data.carnegiehall.org/names/17966,Caro Roma
1085,http://data.carnegiehall.org/names/72749,Carla Ann Harris
1086,http://data.carnegiehall.org/names/83824,Shiro Otake
1087,http://data.carnegiehall.org/names/117220,Jay Bocook
1088,http://data.carnegiehall.org/names/42152,Miguel Kertsman
1089,http://data.carnegiehall.org/names/24471,Arturo Buzzi-Peccia
1090,http://data.carnegiehall.org/names/19977,Stuart Duncan
1091,http://data.carnegiehall.org/names/12294,Váša Príhoda
1092,http://data.carnegiehall.org/names/26354,Kenny Loggins
1093,http://data.carnegiehall.org/names/44751,Donghee Oh
1094,http://data.carnegiehall.org/names/132522,Angélica Negrón
1095,http://data.carnegiehall.org/names/96143,Felix Van Dyck
1096,http://data.carnegiehall.org/names/64403,Big Joe Turner
1097,http://data.carnegiehall.org/names/35947,Frank A. Suchomel
1098,http://data.carnegiehall.org/names/26003,Marion Kahn
1099,http://data.carnegiehall.org/names/15383,Geraldine Farrar
1100,http://data.carnegiehall.org/names/53821,Giacomo Bourg
1101,http://data.carnegiehall.org/names/62807,Sandi Patty
1102,http://data.carnegiehall.org/names/78097,Rudolf Kelterborn
1103,http://data.carnegiehall.org/names/17766,David Randolph
1104,http://data.carnegiehall.org/names/44957,Joseph Ohrt
1105,http://data.carnegiehall.org/names/8521,Gloria Estefan
1106,http://data.carnegiehall.org/names/90926,Gorni Kramer
1107,http://data.carnegiehall.org/names/86117,Michelle Phillips
1108,http://data.carnegiehall.org/names/15955,Carmela Cecere
1109,http://data.carnegiehall.org/names/45209,Arthur Bliss
1110,http://data.carnegiehall.org/names/5047,Leonard Pennario
1111,http://data.carnegiehall.org/names/126508,Aldo López-Gavilán
1112,http://data.carnegiehall.org/names/16402,Shinichi Yuize
1113,http://data.carnegiehall.org/names/52709,György Cziffra
1114,http://data.carnegiehall.org/names/91516,Gretchen Wolaver
1115,http://data.carnegiehall.org/names/41644,Nitanju Bolade Casel
1116,http://data.carnegiehall.org/names/113308,Eric William Barnum
1117,http://data.carnegiehall.org/names/107181,Arend Donselaar Lubbers
1118,http://data.carnegiehall.org/names/130552,Susanna Ziesmer
1119,http://data.carnegiehall.org/names/24223,R. Nathaniel Dett
1120,http://data.carnegiehall.org/names/94243,Son Lux
1121,http://data.carnegiehall.org/names/35604,Paul C. Bohlen
1122,http://data.carnegiehall.org/names/44969,Roderick White
1123,http://data.carnegiehall.org/names/65765,Willie Maiden
1124,http://data.carnegiehall.org/names/14717,Leopold Auer
1125,http://data.carnegiehall.org/names/69086,Antoni Janusz
1126,http://data.carnegiehall.org/names/34055,Jerry Barnes
1127,http://data.carnegiehall.org/names/44791,Lucille Greenfield
1128,http://data.carnegiehall.org/names/87150,Christine Tavares-Mocha
1129,http://data.carnegiehall.org/names/19276,Erskine Hawkins
1130,http://data.carnegiehall.org/names/131236,Cris Derksen
1131,http://data.carnegiehall.org/names/6133,William H. Rieger
1132,http://data.carnegiehall.org/names/45475,Tom Chiu
1133,http://data.carnegiehall.org/names/91299,Gilda Ruta
1134,http://data.carnegiehall.org/names/61457,Jerry Ulrich
1135,http://data.carnegiehall.org/names/21981,Milt Buckner
1136,http://data.carnegiehall.org/names/128310,Basia
1137,http://data.carnegiehall.org/names/95737,Earl Hatch
1138,http://data.carnegiehall.org/names/4757,Tatsuyuki Sugimoto
1139,http://data.carnegiehall.org/names/93850,Tessa Lark
1140,http://data.carnegiehall.org/names/125459,Ann Peebles
1141,http://data.carnegiehall.org/names/63795,Harvey Mason
1142,http://data.carnegiehall.org/names/68476,Tim Sharp
1143,http://data.carnegiehall.org/names/31003,Albert Pieczonka
1144,http://data.carnegiehall.org/names/34389,Anthony Davis
1145,http://data.carnegiehall.org/names/57747,Victor Borge
1146,http://data.carnegiehall.org/names/17218,Smokey Robinson
1147,http://data.carnegiehall.org/names/7259,Lajos Serly
1148,http://data.carnegiehall.org/names/50808,Alexander Scriabin
1149,http://data.carnegiehall.org/names/97021,Luca Casarin
1150,http://data.carnegiehall.org/names/110914,Walter Hassler
1151,http://data.carnegiehall.org/names/85325,Ryuji Osaki
1152,http://data.carnegiehall.org/names/37882,Julius Lorenz
1153,http://data.carnegiehall.org/names/39405,Terence Blanchard
1154,http://data.carnegiehall.org/names/20643,Alfred Mirovitch
1155,http://data.carnegiehall.org/names/44949,Martti Turunen
1156,http://data.carnegiehall.org/names/40566,George Tsontakis
1157,http://data.carnegiehall.org/names/28930,Joseph Tamosaitis
1158,http://data.carnegiehall.org/names/16963,Raimonds Pauls
1159,http://data.carnegiehall.org/names/124581,John Kay
1160,http://data.carnegiehall.org/names/73822,Walter Kitundu
1161,http://data.carnegiehall.org/names/20046,Elvis Costello
1162,http://data.carnegiehall.org/names/23814,Samuel Zyman
1163,http://data.carnegiehall.org/names/79522,David Stambler
1164,http://data.carnegiehall.org/names/127521,Giampiero Bugliarello
1165,http://data.carnegiehall.org/names/65846,Bogdan Babich
1166,http://data.carnegiehall.org/names/33042,Dave Grusin
1167,http://data.carnegiehall.org/names/36787,Chris Brubeck
1168,http://data.carnegiehall.org/names/21135,Luciano Salvatore
1169,http://data.carnegiehall.org/names/124716,Alan Hull
1170,http://data.carnegiehall.org/names/61181,Frederick Jacobi
1171,http://data.carnegiehall.org/names/53209,Leo Kraft
1172,http://data.carnegiehall.org/names/54707,Nicholas J. Elsenheimer
1173,http://data.carnegiehall.org/names/104527,Louis Farrakhan
1174,http://data.carnegiehall.org/names/58958,Max Donner
1175,http://data.carnegiehall.org/names/75806,William Bland
1176,http://data.carnegiehall.org/names/58445,Jamey Haddad
1177,http://data.carnegiehall.org/names/58626,George Siemonn
1178,http://data.carnegiehall.org/names/75301,Albert Hay Malotte
1179,http://data.carnegiehall.org/names/109658,Jeremy Smith
1180,http://data.carnegiehall.org/names/28255,Morris Rosenzweig
1181,http://data.carnegiehall.org/names/121649,Chad Smith
1182,http://data.carnegiehall.org/names/10391,Mark Delpriora
1183,http://data.carnegiehall.org/names/15516,Steven L. Rosenhaus
1184,http://data.carnegiehall.org/names/42396,Frank Veloz
1185,http://data.carnegiehall.org/names/121981,Jonathan Jay
1186,http://data.carnegiehall.org/names/31245,Herman Wohl
1187,http://data.carnegiehall.org/names/81450,Johannes Schwaiger
1188,http://data.carnegiehall.org/names/45344,Eddie Palmieri
1189,http://data.carnegiehall.org/names/52359,Sun Ra
1190,http://data.carnegiehall.org/names/68760,Harvey B. Gaul
1191,http://data.carnegiehall.org/names/2289,Sonny Stitt
1192,http://data.carnegiehall.org/names/17251,Walter Petzet
1193,http://data.carnegiehall.org/names/28259,Anna Pinto
1194,http://data.carnegiehall.org/names/14959,Kevin Dolan
1195,http://data.carnegiehall.org/names/29100,Harry Carney
1196,http://data.carnegiehall.org/names/54209,Ralph C. Schultz
1197,http://data.carnegiehall.org/names/104197,Anna Lucia Richter
1198,http://data.carnegiehall.org/names/27066,Susan Follari
1199,http://data.carnegiehall.org/names/120116,Lela Kaplowitz
1200,http://data.carnegiehall.org/names/30559,Jack Chaikin
1201,http://data.carnegiehall.org/names/10625,George Duke
1202,http://data.carnegiehall.org/names/50629,Harry E. Arnold
1203,http://data.carnegiehall.org/names/69809,Mark Bucci
1204,http://data.carnegiehall.org/names/59262,Scott Wheeler
1205,http://data.carnegiehall.org/names/31438,Inez Bull
1206,http://data.carnegiehall.org/names/38267,Samuel Jones
1207,http://data.carnegiehall.org/names/26726,Marvin Hamlisch
1208,http://data.carnegiehall.org/names/43367,Frank H. Ilchuk
1209,http://data.carnegiehall.org/names/130359,Jasmine Barnes
1210,http://data.carnegiehall.org/names/38343,Dong-il Sheen
1211,http://data.carnegiehall.org/names/130858,Jan Steinsdörfer
1212,http://data.carnegiehall.org/names/47126,John Jacob Niles
1213,http://data.carnegiehall.org/names/26438,Victoria Bond
1214,http://data.carnegiehall.org/names/74244,Vic Mizzy
1215,http://data.carnegiehall.org/names/127284,Ricky Persaud Jr.
1216,http://data.carnegiehall.org/names/28825,John Corigliano
1217,http://data.carnegiehall.org/names/66536,Bobby Plater
1218,http://data.carnegiehall.org/names/32018,Abraham Ellstein
1219,http://data.carnegiehall.org/names/97214,Atsumasa Nakabayashi
1220,http://data.carnegiehall.org/names/11559,Titta Ruffo
1221,http://data.carnegiehall.org/names/26866,H. Alexander Matthews
1222,http://data.carnegiehall.org/names/3700,Orville Hammond
1223,http://data.carnegiehall.org/names/77956,China Forbes
1224,http://data.carnegiehall.org/names/129379,Jianfang Yu
1225,http://data.carnegiehall.org/names/16537,Pablo Rieppi
1226,http://data.carnegiehall.org/names/11807,Francis P. Schmitt
1227,http://data.carnegiehall.org/names/87698,Yasuko Mitsui
1228,http://data.carnegiehall.org/names/53241,Louise Tayengco
1229,http://data.carnegiehall.org/names/91706,Gail Kubik
1230,http://data.carnegiehall.org/names/117092,Desmond Earley
1231,http://data.carnegiehall.org/names/60949,Marcelita Lopez Kabayao
1232,http://data.carnegiehall.org/names/51896,Pietro Porcasi
1233,http://data.carnegiehall.org/names/37686,Rob McConnell
1234,http://data.carnegiehall.org/names/78806,Fredric Vonn
1235,http://data.carnegiehall.org/names/75404,Yuri Blinov
1236,http://data.carnegiehall.org/names/34217,Gerry Eastman
1237,http://data.carnegiehall.org/names/66127,Bill Gregory
1238,http://data.carnegiehall.org/names/34855,Jean-Pierre Schmitt
1239,http://data.carnegiehall.org/names/28671,Edward Kilenyi
1240,http://data.carnegiehall.org/names/15834,Tito Puente
1241,http://data.carnegiehall.org/names/19986,Eric Moe
1242,http://data.carnegiehall.org/names/130458,Norman Bloom
1243,http://data.carnegiehall.org/names/24743,Gerardo Gandini
1244,http://data.carnegiehall.org/names/48254,Ballington Booth
1245,http://data.carnegiehall.org/names/67016,"Renaldo ""Obie"" Benson"
1246,http://data.carnegiehall.org/names/49871,Harvey Sollberger
1247,http://data.carnegiehall.org/names/93575,Tanya Anisimova
1248,http://data.carnegiehall.org/names/100310,Ben Karbowski
1249,http://data.carnegiehall.org/names/90616,Brooklyn Rider
1250,http://data.carnegiehall.org/names/22014,John Handy
1251,http://data.carnegiehall.org/names/1785,Teresa Carreño
1252,http://data.carnegiehall.org/names/129979,Manuel González
1253,http://data.carnegiehall.org/names/56399,Siedah Garrett
1254,http://data.carnegiehall.org/names/61109,Enrico
1255,http://data.carnegiehall.org/names/130045,Greg Walton
1256,http://data.carnegiehall.org/names/37141,Nina Simone
1257,http://data.carnegiehall.org/names/58931,Nicola Laucella
1258,http://data.carnegiehall.org/names/43003,Johnny Otis
1259,http://data.carnegiehall.org/names/28758,Edwin McArthur
1260,http://data.carnegiehall.org/names/63526,Eric Dolphy
1261,http://data.carnegiehall.org/names/47465,Wibi Soerjadi
1262,http://data.carnegiehall.org/names/44492,Ernest Seitz
1263,http://data.carnegiehall.org/names/64306,Danny Kortchmar
1264,http://data.carnegiehall.org/names/16364,Ryan Edwards
1265,http://data.carnegiehall.org/names/18080,Thomas Egan
1266,http://data.carnegiehall.org/names/21989,Michael Flynn
1267,http://data.carnegiehall.org/names/47733,Purnell Fleetwood Hall
1268,http://data.carnegiehall.org/names/25624,Rebecca Henderson
1269,http://data.carnegiehall.org/names/48971,Donald Neuen
1270,http://data.carnegiehall.org/names/42739,Spencer Clay
1271,http://data.carnegiehall.org/names/45360,Armen Donelian
1272,http://data.carnegiehall.org/names/59868,Albano Seismit-Doda
1273,http://data.carnegiehall.org/names/22177,Glen Cortese
1274,http://data.carnegiehall.org/names/31096,Anthony F. Paganucci
1275,http://data.carnegiehall.org/names/8353,John Koch
1276,http://data.carnegiehall.org/names/47859,Ralph Benatzky
1277,http://data.carnegiehall.org/names/82434,Carol Alban
1278,http://data.carnegiehall.org/names/6436,Daniel Butterfield
1279,http://data.carnegiehall.org/names/53595,William Levi Dawson
1280,http://data.carnegiehall.org/names/13466,Otto Goritz
1281,http://data.carnegiehall.org/names/23616,Elsa Maxwell
1282,http://data.carnegiehall.org/names/104124,Ines Trickovic
1283,http://data.carnegiehall.org/names/21499,Ethan Iverson
1284,http://data.carnegiehall.org/names/102607,Clarisse Valbon
1285,http://data.carnegiehall.org/names/63462,Robbie Krieger
1286,http://data.carnegiehall.org/names/7518,Fredrika Cooke
1287,http://data.carnegiehall.org/names/95964,Lucile Anderson
1288,http://data.carnegiehall.org/names/55809,Wadada Leo Smith
1289,http://data.carnegiehall.org/names/129777,Hanna Benn
1290,http://data.carnegiehall.org/names/52619,Frank Zappa
1291,http://data.carnegiehall.org/names/28897,Frank London
1292,http://data.carnegiehall.org/names/130502,Marcus Mumford
1293,http://data.carnegiehall.org/names/55754,Philip Dunigan
1294,http://data.carnegiehall.org/names/121379,Laureano Quant
1295,http://data.carnegiehall.org/names/72465,Payton MacDonald
1296,http://data.carnegiehall.org/names/91477,Yair Dalal
1297,http://data.carnegiehall.org/names/65464,Angus Martin
1298,http://data.carnegiehall.org/names/42045,Erick Ramos
1299,http://data.carnegiehall.org/names/55558,Marie von Hammer
1300,http://data.carnegiehall.org/names/114180,Alexander Bellow
1301,http://data.carnegiehall.org/names/33334,Christian Wolff
1302,http://data.carnegiehall.org/names/8364,Vinko Globokar
1303,http://data.carnegiehall.org/names/17980,Skitch Henderson
1304,http://data.carnegiehall.org/names/75683,Kevin Olusola
1305,http://data.carnegiehall.org/names/2595,Max Gegna
1306,http://data.carnegiehall.org/names/27804,Edvard Lieber
1307,http://data.carnegiehall.org/names/125055,Takehisa Kosugi
1308,http://data.carnegiehall.org/names/69736,Jason Treuting
1309,http://data.carnegiehall.org/names/65769,Don Sebesky
1310,http://data.carnegiehall.org/names/86199,Joe Jencks
1311,http://data.carnegiehall.org/names/82723,Beyoncé
1312,http://data.carnegiehall.org/names/86291,Natalie Tenenbaum
1313,http://data.carnegiehall.org/names/58598,Peter Yarrow
1314,http://data.carnegiehall.org/names/75236,Heniot Levy
1315,http://data.carnegiehall.org/names/127705,John Gruen
1316,http://data.carnegiehall.org/names/28898,Rey Scott
1317,http://data.carnegiehall.org/names/128566,Arturo Díaz Rivero
1318,http://data.carnegiehall.org/names/70006,Anatoly Trofimov
1319,http://data.carnegiehall.org/names/25372,Wiktor Labunski
1320,http://data.carnegiehall.org/names/38486,Danny Dong
1321,http://data.carnegiehall.org/names/701,Oscar Castro-Neves
1322,http://data.carnegiehall.org/names/84062,Brendan Ko
1323,http://data.carnegiehall.org/names/41125,Gigi Gryce
1324,http://data.carnegiehall.org/names/39600,Darius Milhaud
1325,http://data.carnegiehall.org/names/7872,Stanley Silverman
1326,http://data.carnegiehall.org/names/48117,Henri Casadesus
1327,http://data.carnegiehall.org/names/115709,Seiji Mukaiyama
1328,http://data.carnegiehall.org/names/116039,Carrie Manolakos
1329,http://data.carnegiehall.org/names/118695,Drew Pearson
1330,http://data.carnegiehall.org/names/74328,Jennifer Curtis
1331,http://data.carnegiehall.org/names/22885,David Bimberg
1332,http://data.carnegiehall.org/names/46149,Harry Lauder
1333,http://data.carnegiehall.org/names/88661,George Hinchliffe
1334,http://data.carnegiehall.org/names/7026,J. Adolph Johnson
1335,http://data.carnegiehall.org/names/57115,Lloyd Pfautsch
1336,http://data.carnegiehall.org/names/62774,Tobias Picker
1337,http://data.carnegiehall.org/names/48789,Daniel Schlosberg
1338,http://data.carnegiehall.org/names/132530,Michael Bard
1339,http://data.carnegiehall.org/names/20172,Manuel García Matos
1340,http://data.carnegiehall.org/names/71774,Massie Patterson
1341,http://data.carnegiehall.org/names/74733,Mary Lee Taylor Kinosian
1342,http://data.carnegiehall.org/names/54403,Ralph Hunter
1343,http://data.carnegiehall.org/names/40629,"Willie ""The Lion"" Smith"
1344,http://data.carnegiehall.org/names/69623,Robert Prince
1345,http://data.carnegiehall.org/names/53141,Mischa Levitzki
1346,http://data.carnegiehall.org/names/12419,Laura Seaton-Finn
1347,http://data.carnegiehall.org/names/18210,Richard Nanes
1348,http://data.carnegiehall.org/names/38567,John Duke
1349,http://data.carnegiehall.org/names/86674,Brad Balliett
1350,http://data.carnegiehall.org/names/52857,Paquito D'Rivera
1351,http://data.carnegiehall.org/names/56541,Richard Maltby
1352,http://data.carnegiehall.org/names/80108,Francesco Tristano Schlimé
1353,http://data.carnegiehall.org/names/14578,Dr. John
1354,http://data.carnegiehall.org/names/121652,Alexander Misko
1355,http://data.carnegiehall.org/names/130247,Royal Canoe
1356,http://data.carnegiehall.org/names/110219,Alsarah
1357,http://data.carnegiehall.org/names/36699,Morton Feldman
1358,http://data.carnegiehall.org/names/89741,Zhen Chen
1359,http://data.carnegiehall.org/names/13564,Charles Aznavour
1360,http://data.carnegiehall.org/names/52919,Valerie Coleman
1361,http://data.carnegiehall.org/names/102910,Feifei Yang
1362,http://data.carnegiehall.org/names/84556,Josh Quillen
1363,http://data.carnegiehall.org/names/8240,Herb Jeffries
1364,http://data.carnegiehall.org/names/130498,Nelly
1365,http://data.carnegiehall.org/names/43673,George Benson
1366,http://data.carnegiehall.org/names/26134,Stuart Dempster
1367,http://data.carnegiehall.org/names/40277,Eddie Hokenson
1368,http://data.carnegiehall.org/names/78703,Michael Barry
1369,http://data.carnegiehall.org/names/38745,Herbie Mann
1370,http://data.carnegiehall.org/names/42888,Stephen Prutsman
1371,http://data.carnegiehall.org/names/11830,Stevie Wonder
1372,http://data.carnegiehall.org/names/27766,Helen Hopekirk
1373,http://data.carnegiehall.org/names/49220,Barry Manilow
1374,http://data.carnegiehall.org/names/33841,Ben Yarmolinsky
1375,http://data.carnegiehall.org/names/51402,Mark Andersen
1376,http://data.carnegiehall.org/names/14290,Ihsan Al-Mounzer
1377,http://data.carnegiehall.org/names/82012,Xiaohui Ma
1378,http://data.carnegiehall.org/names/81052,Benjamin Kraef
1379,http://data.carnegiehall.org/names/65717,Mike Stoller
1380,http://data.carnegiehall.org/names/120375,John C. Pennington
1381,http://data.carnegiehall.org/names/58490,Reiko Füting
1382,http://data.carnegiehall.org/names/89816,Shawn Jaeger
1383,http://data.carnegiehall.org/names/104244,Yiruma
1384,http://data.carnegiehall.org/names/59824,Rufus Wainwright
1385,http://data.carnegiehall.org/names/9553,Stanley Turrentine
1386,http://data.carnegiehall.org/names/106759,Réjean Brunet
1387,http://data.carnegiehall.org/names/75887,Brian d'Arcy James
1388,http://data.carnegiehall.org/names/78327,Carl Schroeder
1389,http://data.carnegiehall.org/names/712,Milton Babbitt
1390,http://data.carnegiehall.org/names/44057,Marshall Izen
1391,http://data.carnegiehall.org/names/52869,David Byrne
1392,http://data.carnegiehall.org/names/58121,Buck Clayton
1393,http://data.carnegiehall.org/names/99306,Ian Williams
1394,http://data.carnegiehall.org/names/93095,Julian Wachner
1395,http://data.carnegiehall.org/names/26612,Mike Christianson
1396,http://data.carnegiehall.org/names/58297,Elton John
1397,http://data.carnegiehall.org/names/28417,Tom Feher
1398,http://data.carnegiehall.org/names/70531,Alex Kreger
1399,http://data.carnegiehall.org/names/32087,Lorin Maazel
1400,http://data.carnegiehall.org/names/61685,Thomas M. Sleeper
1401,http://data.carnegiehall.org/names/70991,Iva Bittová
1402,http://data.carnegiehall.org/names/77435,Joe Hertenstein
1403,http://data.carnegiehall.org/names/124591,Graeme Edge
1404,http://data.carnegiehall.org/names/77049,Vijay Iyer
1405,http://data.carnegiehall.org/names/101145,William C. White
1406,http://data.carnegiehall.org/names/105974,Byron Duckwall
1407,http://data.carnegiehall.org/names/77974,Martin Zarzar
1408,http://data.carnegiehall.org/names/106126,George Walker
1409,http://data.carnegiehall.org/names/129558,Ricky Dillard
1410,http://data.carnegiehall.org/names/120798,Murat Aydemir
1411,http://data.carnegiehall.org/names/37816,Francis Poulenc
1412,http://data.carnegiehall.org/names/2023,Eugene Goossens
1413,http://data.carnegiehall.org/names/98640,Paul Aron
1414,http://data.carnegiehall.org/names/132501,Samuel O. Pratt
1415,http://data.carnegiehall.org/names/127702,Robert Dennis
1416,http://data.carnegiehall.org/names/119918,Bernard Peiffer
1417,http://data.carnegiehall.org/names/127207,Salim Washington
1418,http://data.carnegiehall.org/names/13038,Louis Alter
1419,http://data.carnegiehall.org/names/9802,Theodore Antoniou
1420,http://data.carnegiehall.org/names/53039,Andrew Ciancimino
1421,http://data.carnegiehall.org/names/108504,Pauchi Sasaki
1422,http://data.carnegiehall.org/names/30078,Edgar Stillman Kelley
1423,http://data.carnegiehall.org/names/49469,Edouard Cornelius
1424,http://data.carnegiehall.org/names/19798,John Abercrombie
1425,http://data.carnegiehall.org/names/114581,Fito Páez
1426,http://data.carnegiehall.org/names/127082,Corinne Bailey Rae
1427,http://data.carnegiehall.org/names/88237,Phil Spitalny
1428,http://data.carnegiehall.org/names/128045,Geoffrey Hudson
1429,http://data.carnegiehall.org/names/78394,Regino Sainz de la Maza
1430,http://data.carnegiehall.org/names/24307,Gunnar Johansen
1431,http://data.carnegiehall.org/names/68697,Mimi Fariña
1432,http://data.carnegiehall.org/names/37227,Thelonious Monk
1433,http://data.carnegiehall.org/names/106397,Lauren Daigle
1434,http://data.carnegiehall.org/names/67402,Mark-Anthony Turnage
1435,http://data.carnegiehall.org/names/25457,Emil Sauer
1436,http://data.carnegiehall.org/names/120746,Jeff Holdsworth
1437,http://data.carnegiehall.org/names/81830,Maurice Abrahams
1438,http://data.carnegiehall.org/names/19589,Duci de Kerekjarto
1439,http://data.carnegiehall.org/names/83446,Geoffrey Gurrumul Yunupingu
1440,http://data.carnegiehall.org/names/55897,Sammy Cahn
1441,http://data.carnegiehall.org/names/14086,Chubby Jackson
1442,http://data.carnegiehall.org/names/4552,Steven Mackey
1443,http://data.carnegiehall.org/names/52344,José Salazar
1444,http://data.carnegiehall.org/names/26105,Christian McBride
1445,http://data.carnegiehall.org/names/120377,Emmanuel Séjourné
1446,http://data.carnegiehall.org/names/6153,Redentor Romero
1447,http://data.carnegiehall.org/names/100077,Paul Corn
1448,http://data.carnegiehall.org/names/53682,Frederick Heyne
1449,http://data.carnegiehall.org/names/127201,Juliette Perez
1450,http://data.carnegiehall.org/names/95218,Thomas Berkmann
1451,http://data.carnegiehall.org/names/122357,Amythyst Kiah
1452,http://data.carnegiehall.org/names/62750,Carl Christian Bettendorf
1453,http://data.carnegiehall.org/names/6610,Jules Conus
1454,http://data.carnegiehall.org/names/60057,Claudio Villa
1455,http://data.carnegiehall.org/names/45502,Moshe Ganchoff
1456,http://data.carnegiehall.org/names/38286,Simon A. Sargon
1457,http://data.carnegiehall.org/names/20683,Roland Hayes
1458,http://data.carnegiehall.org/names/107933,Bernhard Pruflinger
1459,http://data.carnegiehall.org/names/119799,Charles Johnson
1460,http://data.carnegiehall.org/names/49002,Chester Hazlett
1461,http://data.carnegiehall.org/names/16252,Gary Schocker
1462,http://data.carnegiehall.org/names/5217,Stanley Clarke
1463,http://data.carnegiehall.org/names/125868,Brandi Carlile
1464,http://data.carnegiehall.org/names/44016,Henry Brant
1465,http://data.carnegiehall.org/names/33928,Kimio Eto
1466,http://data.carnegiehall.org/names/86030,Shi-Zheng Chen
1467,http://data.carnegiehall.org/names/130503,Ben Lovett
1468,http://data.carnegiehall.org/names/19407,Seymour Barab
1469,http://data.carnegiehall.org/names/118391,Ayn Inserto
1470,http://data.carnegiehall.org/names/58306,Daniel Moe
1471,http://data.carnegiehall.org/names/51919,Paul Zonn
1472,http://data.carnegiehall.org/names/72477,Yumi Kurosawa
1473,http://data.carnegiehall.org/names/83852,Pius Cheung
1474,http://data.carnegiehall.org/names/14159,Peter Martin
1475,http://data.carnegiehall.org/names/130326,Steve Barakatt
