,composer,composerLabel
10329,http://data.carnegiehall.org/names/1022568,Roger Treece
10330,http://data.carnegiehall.org/names/1022569,Josu Elberdin
10331,http://data.carnegiehall.org/names/1022570,Jeremy Collins
10332,http://data.carnegiehall.org/names/1022572,Trent Reznor
10333,http://data.carnegiehall.org/names/1022560,Richard Oberacker
10334,http://data.carnegiehall.org/names/1022562,Will Donaldson
10335,http://data.carnegiehall.org/names/1022563,Robert Blackwell
10336,http://data.carnegiehall.org/names/1022564,Enotris Johnson
10337,http://data.carnegiehall.org/names/1022565,Melanie Penn
10338,http://data.carnegiehall.org/names/1022566,AJ Harbison
10339,http://data.carnegiehall.org/names/1022555,Tim Minchin
10340,http://data.carnegiehall.org/names/1022556,Jim Jacobs
10341,http://data.carnegiehall.org/names/1022558,Benj Pasek
10342,http://data.carnegiehall.org/names/1022559,Justin Paul
10343,http://data.carnegiehall.org/names/1022547,J. A. C. Redford
10344,http://data.carnegiehall.org/names/1022551,Ilari Hylkilä
10345,http://data.carnegiehall.org/names/1022552,Adrian Gordon
10346,http://data.carnegiehall.org/names/1022553,Tom Kitt
10347,http://data.carnegiehall.org/names/1022543,Vytautas Miškinis
10348,http://data.carnegiehall.org/names/1022534,Theodore Lucas
10349,http://data.carnegiehall.org/names/1022538,Jukka Viitasaari
10350,http://data.carnegiehall.org/names/1022527,Jonny Priano
10351,http://data.carnegiehall.org/names/1022528,Marques L. A. Garrett
10352,http://data.carnegiehall.org/names/1022532,Raimonds Tiguls
10353,http://data.carnegiehall.org/names/1022519,Sarah Quartel
10354,http://data.carnegiehall.org/names/1022520,Ryan Main
10355,http://data.carnegiehall.org/names/1022523,Don Macdonald
10356,http://data.carnegiehall.org/names/1022525,Christine Yarian
10357,http://data.carnegiehall.org/names/1022513,Larry Barton
10358,http://data.carnegiehall.org/names/1022518,Israel Kagaruki
10359,http://data.carnegiehall.org/names/1022507,Anton Seifert
10360,http://data.carnegiehall.org/names/1022512,Pietro Reggio
10361,http://data.carnegiehall.org/names/1022496,Buryl Red
10362,http://data.carnegiehall.org/names/1022504,Thomas Kotcheff
10363,http://data.carnegiehall.org/names/1022487,Adam Carse
10364,http://data.carnegiehall.org/names/1022488,Jodie Blackshaw
10365,http://data.carnegiehall.org/names/1022493,Gary Kuo
10366,http://data.carnegiehall.org/names/1022495,Greg Simon
10367,http://data.carnegiehall.org/names/1022483,William H. Weigel
10368,http://data.carnegiehall.org/names/1022485,Yea-Kyung Chung
10369,http://data.carnegiehall.org/names/1022486,Marilyn Scott
10370,http://data.carnegiehall.org/names/1022464,Jamie Harrison Jones
10371,http://data.carnegiehall.org/names/1022465,James Nyx
10372,http://data.carnegiehall.org/names/1022467,Sandhya Kilambi
10373,http://data.carnegiehall.org/names/1022468,Joseph Wilson
10374,http://data.carnegiehall.org/names/1022471,Kenyatta Hughes
10375,http://data.carnegiehall.org/names/1022472,Belmont Academy
10376,http://data.carnegiehall.org/names/1022453,Piers Hellawell
10377,http://data.carnegiehall.org/names/1022454,Rosie Langabeer
10378,http://data.carnegiehall.org/names/1022455,Adolf Sandberger
10379,http://data.carnegiehall.org/names/1022456,Krzysztof Zgraja
10380,http://data.carnegiehall.org/names/1022461,Queenasia Baker
10381,http://data.carnegiehall.org/names/1022447,Memphis Minnie
10382,http://data.carnegiehall.org/names/1022448,Ben E. King
10383,http://data.carnegiehall.org/names/1022449,James Bethea
10384,http://data.carnegiehall.org/names/1022450,Anne Bredon
10385,http://data.carnegiehall.org/names/1022451,Howlin' Wolf
10386,http://data.carnegiehall.org/names/1022452,Max Stoffregen
10387,http://data.carnegiehall.org/names/1022441,Pärt Uusberg
10388,http://data.carnegiehall.org/names/1022443,Felix Herron
10389,http://data.carnegiehall.org/names/1022430,Yosuke Fukuda
10390,http://data.carnegiehall.org/names/1022432,Zhixin Wang
10391,http://data.carnegiehall.org/names/1022433,Tuoga Wuzha
10392,http://data.carnegiehall.org/names/1022434,Fengjiao Chen
10393,http://data.carnegiehall.org/names/1022424,Leonard Scott
10394,http://data.carnegiehall.org/names/1022426,James Gossler
10395,http://data.carnegiehall.org/names/1022427,Daniel Montoya Jr.
10396,http://data.carnegiehall.org/names/1022421,Rob Dietz
10397,http://data.carnegiehall.org/names/1022422,Marcelino Guerra
10398,http://data.carnegiehall.org/names/1022411,Tristan Perich
10399,http://data.carnegiehall.org/names/1022390,Lesley Flanigan
10400,http://data.carnegiehall.org/names/1022391,Andrey Rubtsov
10401,http://data.carnegiehall.org/names/1022392,M. Gorshkov
10402,http://data.carnegiehall.org/names/1022393,Andrey Semenov
10403,http://data.carnegiehall.org/names/1022394,Yuri Dolzhikov
10404,http://data.carnegiehall.org/names/1022395,Osvaldo Fresedo
10405,http://data.carnegiehall.org/names/1022383,Omar Thomas
10406,http://data.carnegiehall.org/names/1022387,Philip Czaplowski
10407,http://data.carnegiehall.org/names/1022389,Gulli Björnsson
10408,http://data.carnegiehall.org/names/1020177,Olivier Truan
10409,http://data.carnegiehall.org/names/1020178,Andrew Howes
10410,http://data.carnegiehall.org/names/1020180,Momoko Sakura
10411,http://data.carnegiehall.org/names/1020169,Steve Reisteter
10412,http://data.carnegiehall.org/names/1020174,Norio Suzuki
10413,http://data.carnegiehall.org/names/1020162,Michael E. Montgomery
10414,http://data.carnegiehall.org/names/1020163,Nick Myers
10415,http://data.carnegiehall.org/names/1020166,Rick Hirsch
10416,http://data.carnegiehall.org/names/1020167,Kristin Berardi
10417,http://data.carnegiehall.org/names/1020154,Seth Houston
10418,http://data.carnegiehall.org/names/1020159,Dale Sakamoto
10419,http://data.carnegiehall.org/names/1020161,Barbara W. Baker
10420,http://data.carnegiehall.org/names/1020148,Karen Linford Robinson
10421,http://data.carnegiehall.org/names/1020150,Joshua Hobbs
10422,http://data.carnegiehall.org/names/1020151,Ayatey Shabazz
10423,http://data.carnegiehall.org/names/1020140,Jeff Braverman
10424,http://data.carnegiehall.org/names/1020141,Jonathan Rimberg
10425,http://data.carnegiehall.org/names/1020143,Benjamin Nagari
10426,http://data.carnegiehall.org/names/1020144,David Shukiar
10427,http://data.carnegiehall.org/names/1020145,Mikael Carlsson
10428,http://data.carnegiehall.org/names/1020133,Zack Taylor
10429,http://data.carnegiehall.org/names/1020134,George Hernandez
10430,http://data.carnegiehall.org/names/1020135,Eli Gamliel
10431,http://data.carnegiehall.org/names/1020137,Yonatan Razel
10432,http://data.carnegiehall.org/names/1020139,Matityahu Shelem
10433,http://data.carnegiehall.org/names/1020127,Eric Knechtges
10434,http://data.carnegiehall.org/names/1020128,Matt Conaway
10435,http://data.carnegiehall.org/names/1020129,Ron Davies
10436,http://data.carnegiehall.org/names/1020130,Black Francis
10437,http://data.carnegiehall.org/names/1020131,Robert A. Boyd
10438,http://data.carnegiehall.org/names/1020132,Petar Liondev
10439,http://data.carnegiehall.org/names/1020120,Jacob de Haan
10440,http://data.carnegiehall.org/names/1020123,John Wyeth
10441,http://data.carnegiehall.org/names/1020124,Ivana Loudova
10442,http://data.carnegiehall.org/names/1020125,Ofer Ben-Amots
10443,http://data.carnegiehall.org/names/1020114,Alex T. Favazza
10444,http://data.carnegiehall.org/names/1020116,Jimmy Rankin
10445,http://data.carnegiehall.org/names/1020117,Roger Hand
10446,http://data.carnegiehall.org/names/1020119,Victor Flowers
10447,http://data.carnegiehall.org/names/1020108,Roland Forrest Seitz
10448,http://data.carnegiehall.org/names/1020113,Ambroz Copi
10449,http://data.carnegiehall.org/names/1020093,Detlev Glanert
10450,http://data.carnegiehall.org/names/1020099,Adolf Frey
10451,http://data.carnegiehall.org/names/1020100,Bernard Schram
10452,http://data.carnegiehall.org/names/1020101,N. Zubov
10453,http://data.carnegiehall.org/names/1020102,[first name unknown] Zak
10454,http://data.carnegiehall.org/names/1020081,Micah Levy
10455,http://data.carnegiehall.org/names/1020083,Theo Charlier
10456,http://data.carnegiehall.org/names/1020086,Randy Jordan
10457,http://data.carnegiehall.org/names/1020079,Steve Dobrogosz
10458,http://data.carnegiehall.org/names/1020065,Daniel Kramlich
10459,http://data.carnegiehall.org/names/1020066,Alexandra T. Bryant
10460,http://data.carnegiehall.org/names/1020067,George Heathco
10461,http://data.carnegiehall.org/names/1020068,Ian Ng
10462,http://data.carnegiehall.org/names/1020069,Robert Jay Garza III
10463,http://data.carnegiehall.org/names/1020071,Julia Adolphe
10464,http://data.carnegiehall.org/names/1020059,Kenneth Baird
10465,http://data.carnegiehall.org/names/1020060,William G. Harbinson
10466,http://data.carnegiehall.org/names/1020061,Yukiko Nishimura
10467,http://data.carnegiehall.org/names/1020062,Henry Watts
10468,http://data.carnegiehall.org/names/1020064,Jack Benson
10469,http://data.carnegiehall.org/names/1020050,Jeff Marx
10470,http://data.carnegiehall.org/names/1020051,Trey Parker
10471,http://data.carnegiehall.org/names/1020052,Matt Stone
10472,http://data.carnegiehall.org/names/1020056,Aaron Perrine
10473,http://data.carnegiehall.org/names/1020043,Slawomir Chicor
10474,http://data.carnegiehall.org/names/1020038,Shelley Hanson
10475,http://data.carnegiehall.org/names/1020039,Timothy A. Corpus
10476,http://data.carnegiehall.org/names/1020040,California Guitar Trio
10477,http://data.carnegiehall.org/names/1020042,Michael Kallstrom
10478,http://data.carnegiehall.org/names/1020030,Geung-Soo Yim
10479,http://data.carnegiehall.org/names/1020031,Deok-Ki Chung
10480,http://data.carnegiehall.org/names/1020032,Hyun-Surk Choi
10481,http://data.carnegiehall.org/names/1020034,Tonia Ko
10482,http://data.carnegiehall.org/names/1020035,Giovanni Battista Fasolo
10483,http://data.carnegiehall.org/names/1020023,Zachary J. Moore
10484,http://data.carnegiehall.org/names/1020024,Margaret Becker
10485,http://data.carnegiehall.org/names/1020016,Dirk Brossé
10486,http://data.carnegiehall.org/names/1020018,Thomas Lavoy
10487,http://data.carnegiehall.org/names/1020020,John Frantzen
10488,http://data.carnegiehall.org/names/1020010,Byttering
10489,http://data.carnegiehall.org/names/1020011,Soursby
10490,http://data.carnegiehall.org/names/1020012,John Plummer
10491,http://data.carnegiehall.org/names/1020013,Richard Davy
10492,http://data.carnegiehall.org/names/1020014,Walter Lambe
10493,http://data.carnegiehall.org/names/1020015,Luchas
10494,http://data.carnegiehall.org/names/1020004,Peter of Blois
10495,http://data.carnegiehall.org/names/1020005,Notre Dame school
10496,http://data.carnegiehall.org/names/1020006,Gervays
10497,http://data.carnegiehall.org/names/1020007,Pycard
10498,http://data.carnegiehall.org/names/1020008,Trebor
10499,http://data.carnegiehall.org/names/1020009,Roy Henry
10500,http://data.carnegiehall.org/names/1019997,Barrett Strong
10501,http://data.carnegiehall.org/names/1019999,Jean Baptiste Loeillet
10502,http://data.carnegiehall.org/names/1020003,"Richard I, King of England"
10503,http://data.carnegiehall.org/names/1019991,Jane Antonia Cornish
10504,http://data.carnegiehall.org/names/1019993,Garth Knox
10505,http://data.carnegiehall.org/names/1019994,Danny Clay
10506,http://data.carnegiehall.org/names/1019995,N. Rajam
10507,http://data.carnegiehall.org/names/1019996,Albert Behar
10508,http://data.carnegiehall.org/names/1019985,Andrea Casarrubios
10509,http://data.carnegiehall.org/names/1019987,Svante Henryson
10510,http://data.carnegiehall.org/names/1019988,Auguste Franchomme
10511,http://data.carnegiehall.org/names/1019990,Tetsuro Hoshii
10512,http://data.carnegiehall.org/names/1019978,Peter Van Zandt Lane
10513,http://data.carnegiehall.org/names/1019981,Chris Pilsner
10514,http://data.carnegiehall.org/names/1019969,Cheryl Hardwick
10515,http://data.carnegiehall.org/names/1019976,Jukka Linkola
10516,http://data.carnegiehall.org/names/1019955,Allen Cohen
10517,http://data.carnegiehall.org/names/1019948,D. Fox
10518,http://data.carnegiehall.org/names/1019940,Louis Silvers
10519,http://data.carnegiehall.org/names/1019943,Septimus Winner
10520,http://data.carnegiehall.org/names/1019931,Janet Roddick
10521,http://data.carnegiehall.org/names/1019932,David Long
10522,http://data.carnegiehall.org/names/1019933,Frank Paparelli
10523,http://data.carnegiehall.org/names/1019937,Harry Carroll
10524,http://data.carnegiehall.org/names/1019925,Everett Robbins
10525,http://data.carnegiehall.org/names/1019928,Plan 9
10526,http://data.carnegiehall.org/names/1019929,David Donaldson
10527,http://data.carnegiehall.org/names/1019930,Steven Roche
10528,http://data.carnegiehall.org/names/1019919,Lawrence Wright
10529,http://data.carnegiehall.org/names/1019920,Michael Carr
10530,http://data.carnegiehall.org/names/1019921,Kai Mortensen
10531,http://data.carnegiehall.org/names/1019922,Pyotr Goncharov
10532,http://data.carnegiehall.org/names/1019923,Roman Kupchynsky
10533,http://data.carnegiehall.org/names/1019909,Elaina Mezzetti
10534,http://data.carnegiehall.org/names/1019913,Mamoun Al-Shinawi
10535,http://data.carnegiehall.org/names/1019916,Janet de Almeida
10536,http://data.carnegiehall.org/names/1019900,Daniel Lemay
10537,http://data.carnegiehall.org/names/1019905,Pierre Akendengué
10538,http://data.carnegiehall.org/names/1019908,Tracy Batteaste
10539,http://data.carnegiehall.org/names/1019889,HoJoon Hwang
10540,http://data.carnegiehall.org/names/1019891,Wayne Oldham
10541,http://data.carnegiehall.org/names/1019895,Gilles Thibaut
10542,http://data.carnegiehall.org/names/1019897,Giuseppe Adami
10543,http://data.carnegiehall.org/names/1019880,Robert Wells
10544,http://data.carnegiehall.org/names/1019882,David Chase
10545,http://data.carnegiehall.org/names/1019886,Ying Jiang
10546,http://data.carnegiehall.org/names/1019872,Bartosz Kowalski-Banasewicz
10547,http://data.carnegiehall.org/names/1019873,Lisa Young
10548,http://data.carnegiehall.org/names/1019874,Simon Jeffes
10549,http://data.carnegiehall.org/names/1019878,A. Goldstein
10550,http://data.carnegiehall.org/names/1019866,Grzegorz Miskiewicz
10551,http://data.carnegiehall.org/names/1019867,Mariusz Matuszewski
10552,http://data.carnegiehall.org/names/1019868,Grzegorz Rubin
10553,http://data.carnegiehall.org/names/1019869,Christopher Azzarra
10554,http://data.carnegiehall.org/names/1019870,Marek Raczynski
10555,http://data.carnegiehall.org/names/1019871,Marten Jansson
10556,http://data.carnegiehall.org/names/1019859,Ghazaros Saryan
10557,http://data.carnegiehall.org/names/1019863,Emiliano Imondi
10558,http://data.carnegiehall.org/names/1019865,Geoffrey Gordon
10559,http://data.carnegiehall.org/names/1019850,Tina Campbell
10560,http://data.carnegiehall.org/names/1019852,David Crawford
10561,http://data.carnegiehall.org/names/1019858,Hovik Sardaryan
10562,http://data.carnegiehall.org/names/1019845,Mary Gardner
10563,http://data.carnegiehall.org/names/1019847,Reg Connelly
10564,http://data.carnegiehall.org/names/1019848,Warryn Campbell
10565,http://data.carnegiehall.org/names/1019834,Chris Martin
10566,http://data.carnegiehall.org/names/1019835,Brian Eno
10567,http://data.carnegiehall.org/names/1019828,Nancy Hill Cobb
10568,http://data.carnegiehall.org/names/1019829,Christopher Guardino
10569,http://data.carnegiehall.org/names/1019831,Guy Berryman
10570,http://data.carnegiehall.org/names/1019832,Jonny Buckland
10571,http://data.carnegiehall.org/names/1019833,Will Champion
10572,http://data.carnegiehall.org/names/1019819,Ronu Majumdar
10573,http://data.carnegiehall.org/names/1019823,Walter Santos
10574,http://data.carnegiehall.org/names/1019824,Tereza Souza
10575,http://data.carnegiehall.org/names/1019802,Michael Ippolito
10576,http://data.carnegiehall.org/names/1019791,Juan Calderon
10577,http://data.carnegiehall.org/names/1019792,Pedro Miguel Marqués
10578,http://data.carnegiehall.org/names/1019794,Juan Pablo Contreras
10579,http://data.carnegiehall.org/names/1019784,Simon Wilson
10580,http://data.carnegiehall.org/names/1019785,Tim Bailey
10581,http://data.carnegiehall.org/names/1019786,Percy Bady
10582,http://data.carnegiehall.org/names/1019788,Ron Melrose
10583,http://data.carnegiehall.org/names/1019789,Don Pelosi
10584,http://data.carnegiehall.org/names/1019790,Jaime León
10585,http://data.carnegiehall.org/names/1019777,Peter Zizzo
10586,http://data.carnegiehall.org/names/1019778,Ric Wake
10587,http://data.carnegiehall.org/names/1019779,Céline Dion
10588,http://data.carnegiehall.org/names/1019781,Lavon Gray
10589,http://data.carnegiehall.org/names/1019782,Tony Guerrero
10590,http://data.carnegiehall.org/names/1019783,Jeral Gray Sr.
10591,http://data.carnegiehall.org/names/1019767,Ayako Onizawa
10592,http://data.carnegiehall.org/names/1019769,John Kluczko
10593,http://data.carnegiehall.org/names/1019763,Arthur Herzog Jr.
10594,http://data.carnegiehall.org/names/1019755,Facundo Cabral
10595,http://data.carnegiehall.org/names/1019756,Joseph Waters
10596,http://data.carnegiehall.org/names/1019757,John Plant
10597,http://data.carnegiehall.org/names/1019758,Juan Vert
10598,http://data.carnegiehall.org/names/1019747,Georges Moustaki
10599,http://data.carnegiehall.org/names/1019749,Sasha Argov
10600,http://data.carnegiehall.org/names/1019751,Horacio Guarany
10601,http://data.carnegiehall.org/names/1019753,Udo Jurgens
10602,http://data.carnegiehall.org/names/1019744,Norbert Schultze
10603,http://data.carnegiehall.org/names/1019746,Moti Hamer
10604,http://data.carnegiehall.org/names/1019731,Kathleen St. John
10605,http://data.carnegiehall.org/names/1019734,Adrienne Elisha
10606,http://data.carnegiehall.org/names/1019723,Tashtan Ermatov
10607,http://data.carnegiehall.org/names/1019724,Kalyi Moldobasanov
10608,http://data.carnegiehall.org/names/1019717,Ok-sam Choi
10609,http://data.carnegiehall.org/names/1019718,Kyounghoon Park
10610,http://data.carnegiehall.org/names/1019719,Bang-ean Yang
10611,http://data.carnegiehall.org/names/1019720,Kyoungseop Lee
10612,http://data.carnegiehall.org/names/1019708,Hyung Jin Lee
10613,http://data.carnegiehall.org/names/1019709,Shelly Hamilton
10614,http://data.carnegiehall.org/names/1019712,Tianji Xie
10615,http://data.carnegiehall.org/names/1019713,Chien-Nien Chen
10616,http://data.carnegiehall.org/names/1019714,Stephen Glover
10617,http://data.carnegiehall.org/names/1019694,Dobrinka Tabakova
10618,http://data.carnegiehall.org/names/1019695,Bertrand Moren
10619,http://data.carnegiehall.org/names/1019696,Andrés Soto
10620,http://data.carnegiehall.org/names/1019683,Philip Phillips
10621,http://data.carnegiehall.org/names/1019684,John Warrington Hatton
10622,http://data.carnegiehall.org/names/1019690,Alain B. Nzeuming
10623,http://data.carnegiehall.org/names/1019669,Faruk Kanca
10624,http://data.carnegiehall.org/names/1019672,Skip Scarborough
10625,http://data.carnegiehall.org/names/1019673,William Salter
10626,http://data.carnegiehall.org/names/1019676,Judah Adashi
10627,http://data.carnegiehall.org/names/1019681,J. B. Lenoir
10628,http://data.carnegiehall.org/names/1019666,[first name unknown] Halpern
10629,http://data.carnegiehall.org/names/1019668,Sean J. Kennedy
10630,http://data.carnegiehall.org/names/1019655,H. Lee
10631,http://data.carnegiehall.org/names/1019661,Lillebjørn Nilsen
10632,http://data.carnegiehall.org/names/1019637,Joe Daniels
10633,http://data.carnegiehall.org/names/1019627,Enrique Jorrin
10634,http://data.carnegiehall.org/names/1019629,Heinz Gietz
10635,http://data.carnegiehall.org/names/1019630,Carlo Concina
10636,http://data.carnegiehall.org/names/1019631,Pino D'Olbia
10637,http://data.carnegiehall.org/names/1019621,Maoyun Cheng
10638,http://data.carnegiehall.org/names/1019613,Scott Hayden
10639,http://data.carnegiehall.org/names/1019614,Donald Lambert
10640,http://data.carnegiehall.org/names/1019604,C. W. Murphy
10641,http://data.carnegiehall.org/names/1019606,Lucius Hosmer
10642,http://data.carnegiehall.org/names/1019607,Norma Gregg
10643,http://data.carnegiehall.org/names/1019608,Saad Haddad
10644,http://data.carnegiehall.org/names/1019610,Gity Razaz
10645,http://data.carnegiehall.org/names/1019611,Fode Lassana Diabate
10646,http://data.carnegiehall.org/names/1019596,Augusto Cesare Seghizzi
10647,http://data.carnegiehall.org/names/1019598,Benjamin Ipavec
10648,http://data.carnegiehall.org/names/1019591,Jacob Cooper
10649,http://data.carnegiehall.org/names/1019594,Michael-Thomas Foumai
10650,http://data.carnegiehall.org/names/1019582,Antonio Martinelli
10651,http://data.carnegiehall.org/names/1019584,Andrea Bernasconi
10652,http://data.carnegiehall.org/names/1019585,Fulgenso Perotti
10653,http://data.carnegiehall.org/names/1019586,Gaetano Latilla
10654,http://data.carnegiehall.org/names/1019587,Giovanni Domenico Perotti
10655,http://data.carnegiehall.org/names/1019572,Boris Rukiter
10656,http://data.carnegiehall.org/names/1019573,Shlomo Ravitz
10657,http://data.carnegiehall.org/names/1019574,Abraham Nadel
10658,http://data.carnegiehall.org/names/1019575,Philippe Hersant
10659,http://data.carnegiehall.org/names/1019566,Barbara Lambrecht
10660,http://data.carnegiehall.org/names/1019567,Jose L. Rios
10661,http://data.carnegiehall.org/names/1019568,Joseph Dunn
10662,http://data.carnegiehall.org/names/1019569,Meghan Trainor
10663,http://data.carnegiehall.org/names/1019570,Kevin Kadish
10664,http://data.carnegiehall.org/names/1019571,Joseph Malovany
10665,http://data.carnegiehall.org/names/1019560,Moira Smiley
10666,http://data.carnegiehall.org/names/1019563,John Paulson
10667,http://data.carnegiehall.org/names/1019565,Darren W. Jenkins
10668,http://data.carnegiehall.org/names/1019551,Earl Eugene Toon
10669,http://data.carnegiehall.org/names/1019552,Dennis Ronald Thomas
10670,http://data.carnegiehall.org/names/1019553,Robert Earl Bell
10671,http://data.carnegiehall.org/names/1019555,Lonnie Hunter
10672,http://data.carnegiehall.org/names/1019557,Ryan Lewis
10673,http://data.carnegiehall.org/names/1019558,Ray Dalton
10674,http://data.carnegiehall.org/names/1019545,Clark Gesner
10675,http://data.carnegiehall.org/names/1019546,Ronald Nathan Bell
10676,http://data.carnegiehall.org/names/1019547,Claydes Charles Smith
10677,http://data.carnegiehall.org/names/1019548,George M. Brown
10678,http://data.carnegiehall.org/names/1019549,"James ""J.T."" Taylor"
10679,http://data.carnegiehall.org/names/1019550,Robert Spike Mickens
10680,http://data.carnegiehall.org/names/1019540,W. Mitchell Owens
10681,http://data.carnegiehall.org/names/1019543,Daisy Fragoso
10682,http://data.carnegiehall.org/names/1019544,Judith Herrington
10683,http://data.carnegiehall.org/names/1019532,Melody Eotvos
10684,http://data.carnegiehall.org/names/1019535,Lars Petter Hagen
10685,http://data.carnegiehall.org/names/1019538,Young-guk Kim
10686,http://data.carnegiehall.org/names/1019522,Beatriz Arzamendi
10687,http://data.carnegiehall.org/names/1019523,John Wilson
10688,http://data.carnegiehall.org/names/1019524,Cataldo Amodei
10689,http://data.carnegiehall.org/names/1019525,Giovanni Girolamo Kapsperger
10690,http://data.carnegiehall.org/names/1019527,Tim Sarsany
10691,http://data.carnegiehall.org/names/1019514,Jim Peterik
10692,http://data.carnegiehall.org/names/1019515,Frankie Sullivan
10693,http://data.carnegiehall.org/names/1019516,Joey Tempest
10694,http://data.carnegiehall.org/names/1019519,Pedro Vilarroig
10695,http://data.carnegiehall.org/names/1019520,Marisa Manchado
10696,http://data.carnegiehall.org/names/1019504,Claudio Dauelsberg
10697,http://data.carnegiehall.org/names/1019505,Mark Olivieri
10698,http://data.carnegiehall.org/names/1019506,Will Todd
10699,http://data.carnegiehall.org/names/1019513,David Rudder
10700,http://data.carnegiehall.org/names/1019498,Peter J. Durow
10701,http://data.carnegiehall.org/names/1019499,Tian Shi Liu
10702,http://data.carnegiehall.org/names/1019500,Jonathan Pieslak
10703,http://data.carnegiehall.org/names/1019501,Juan María Solare
10704,http://data.carnegiehall.org/names/1019502,German Dario Perez Salazar
10705,http://data.carnegiehall.org/names/1019503,Dimitri Cervo
10706,http://data.carnegiehall.org/names/1019489,Julian Darius Revie
10707,http://data.carnegiehall.org/names/1019490,Orjan Matre
10708,http://data.carnegiehall.org/names/1019493,Philippe Leroux
10709,http://data.carnegiehall.org/names/1019496,Zuqiang Wu
10710,http://data.carnegiehall.org/names/1019497,Adrian Batten
10711,http://data.carnegiehall.org/names/1019479,Johann Stadlmayr
10712,http://data.carnegiehall.org/names/1019480,Johann Vierdanck
10713,http://data.carnegiehall.org/names/1019482,Marc-Olivier Dupin
10714,http://data.carnegiehall.org/names/1019483,Wilfried Hiller
10715,http://data.carnegiehall.org/names/1019484,Markwood Holmes
10716,http://data.carnegiehall.org/names/1019487,Sung-hwan Choi
10717,http://data.carnegiehall.org/names/1019472,Melodie Tunney
10718,http://data.carnegiehall.org/names/1019473,Billy Sprague
10719,http://data.carnegiehall.org/names/1019476,Isaac Kaminsky
10720,http://data.carnegiehall.org/names/1019478,[first name unknown] Schmid
10721,http://data.carnegiehall.org/names/1019467,Carrie Griffin
10722,http://data.carnegiehall.org/names/1019468,Will Reagan
10723,http://data.carnegiehall.org/names/1019471,Dick Tunney
10724,http://data.carnegiehall.org/names/1019458,Joachim Neander
10725,http://data.carnegiehall.org/names/1019460,Jay Rouse
10726,http://data.carnegiehall.org/names/1019464,Lewis E. Jones
10727,http://data.carnegiehall.org/names/1019448,Arthur D. Bissell
10728,http://data.carnegiehall.org/names/1019452,William Pitts
10729,http://data.carnegiehall.org/names/1019453,James Oliverio
10730,http://data.carnegiehall.org/names/1019456,George Arthur Pass
10731,http://data.carnegiehall.org/names/1019442,Jean Déré
10732,http://data.carnegiehall.org/names/1019443,Abraham Jurafsky
10733,http://data.carnegiehall.org/names/1019445,Richard Storrs Willis
10734,http://data.carnegiehall.org/names/1017165,HyoGeun Kim
10735,http://data.carnegiehall.org/names/1017166,Jason Bahr
10736,http://data.carnegiehall.org/names/1017167,Vicente Martín y Soler
10737,http://data.carnegiehall.org/names/1017168,Iain Bell
10738,http://data.carnegiehall.org/names/1017169,Howard Bashaw
10739,http://data.carnegiehall.org/names/1017170,Shinuh Lee
10740,http://data.carnegiehall.org/names/1017156,Craig Biondi
10741,http://data.carnegiehall.org/names/1017158,Alphonse Izzo
10742,http://data.carnegiehall.org/names/1017161,Virgilio Rojo
10743,http://data.carnegiehall.org/names/1017162,Jose Dolores Ceron
10744,http://data.carnegiehall.org/names/1017164,Russell Scarbrough
10745,http://data.carnegiehall.org/names/1017148,Randy Thomas
10746,http://data.carnegiehall.org/names/1017149,Cynthia Weil
10747,http://data.carnegiehall.org/names/1017155,Gordon Mills
10748,http://data.carnegiehall.org/names/1017138,Jake Runestad
10749,http://data.carnegiehall.org/names/1017140,Daniel Brinsmead
10750,http://data.carnegiehall.org/names/1017142,Yoshihisa Fujihara
10751,http://data.carnegiehall.org/names/1017144,Yu-Wei Hsieh
10752,http://data.carnegiehall.org/names/1017145,Henry Love
10753,http://data.carnegiehall.org/names/1017146,Bill Melton
10754,http://data.carnegiehall.org/names/1017130,Robert Longfield
10755,http://data.carnegiehall.org/names/1017132,Christian K. Ellenwood
10756,http://data.carnegiehall.org/names/1017134,Gerry Goffin
10757,http://data.carnegiehall.org/names/1017137,Josh Rist
10758,http://data.carnegiehall.org/names/1017123,Keith Sharp
10759,http://data.carnegiehall.org/names/1017124,Rolf Martinsson
10760,http://data.carnegiehall.org/names/1017126,Carson Cooman
10761,http://data.carnegiehall.org/names/1017128,Carol Barnett
10762,http://data.carnegiehall.org/names/1017117,Mohammad Salim Sarmast
10763,http://data.carnegiehall.org/names/1017118,Andy Beck
10764,http://data.carnegiehall.org/names/1017119,Brian Fisher
10765,http://data.carnegiehall.org/names/1017120,Vicki Tucker Courtney
10766,http://data.carnegiehall.org/names/1017121,Stevie Nicks
10767,http://data.carnegiehall.org/names/1017122,Willie Stein
10768,http://data.carnegiehall.org/names/1017107,Jack Lawrence
10769,http://data.carnegiehall.org/names/1017112,Ustad Awalmir
10770,http://data.carnegiehall.org/names/1017113,Nafees Ahmed Khan
10771,http://data.carnegiehall.org/names/1017115,Jalil Zaland
10772,http://data.carnegiehall.org/names/1017099,Ray Santos
10773,http://data.carnegiehall.org/names/1017100,Obdulio Morales
10774,http://data.carnegiehall.org/names/1017101,Roberto Yanés
10775,http://data.carnegiehall.org/names/1017103,Shuai Zhang
10776,http://data.carnegiehall.org/names/1017106,Morgan Lewis
