"work","title","composer","composerLabel"
"http://data.carnegiehall.org/works/74320","Popular Airs","http://data.carnegiehall.org/names/1012520","Edward Beyer"
"http://data.carnegiehall.org/works/73938","Everywhere","http://data.carnegiehall.org/names/77956","China Forbes"
"http://data.carnegiehall.org/works/84703","Beautiful Night","http://data.carnegiehall.org/names/1008521","Tianhua Liu"
"http://data.carnegiehall.org/works/90702","Natalie's Waltz","http://data.carnegiehall.org/names/1018282","Alexey Shor"
"http://data.carnegiehall.org/works/91926","La Calisto: Act I. Ninfa bella","http://data.carnegiehall.org/names/1009631","Francesco Cavalli"
"http://data.carnegiehall.org/works/92884","A Li Li, Hua Hua Sai","http://data.carnegiehall.org/names/1018986","Yida Zhang"
"http://data.carnegiehall.org/works/95030","Shir Eres (Lullaby)","http://data.carnegiehall.org/names/1019749","Sasha Argov"
"http://data.carnegiehall.org/works/96027","Bif'at HaKfar","http://data.carnegiehall.org/names/1016982","Emanuel Zamir"
"http://data.carnegiehall.org/works/97684","Gayane: Sabre Dance","http://data.carnegiehall.org/names/3375","Aram Khachaturian"
"http://data.carnegiehall.org/works/14945","Mr. Right Now","http://data.carnegiehall.org/names/1009814","David Maddux"
"http://data.carnegiehall.org/works/23804","Turandot Suite, Op. 41: Nocturnal Waltz","http://data.carnegiehall.org/names/1343","Ferruccio Busoni"
"http://data.carnegiehall.org/works/57445","By the Pool at the Third Roses","http://data.carnegiehall.org/names/20679","Harry T. Burleigh"
"http://data.carnegiehall.org/works/69466","The Creation","http://data.carnegiehall.org/names/1009701","Frank Brickle"
"http://data.carnegiehall.org/works/96711","Of the Burgundy Dream-Oil and the Secrets Unspoken By The Supermoon Night-Tide","http://data.carnegiehall.org/names/1019148","P. Kellach Waddle"
"http://data.carnegiehall.org/works/105054","Czernowitzer Skizzen: No. 5","http://data.carnegiehall.org/names/1023998","Alexander Kukelka"
"http://data.carnegiehall.org/works/109433","You Better Go Now","http://data.carnegiehall.org/names/1018658","Irvin Graham"
"http://data.carnegiehall.org/works/40605","Improvisation No. 3","http://data.carnegiehall.org/names/1006833","Ryo Noda"
"http://data.carnegiehall.org/works/60455","Hiyoku","http://data.carnegiehall.org/names/36881","Elliott Carter"
"http://data.carnegiehall.org/works/93895","Piece for Woodwind Trio","http://data.carnegiehall.org/names/1015458","Kyle Blaha"
"http://data.carnegiehall.org/works/29184","In Plague Time","http://data.carnegiehall.org/names/53722","Robert Phillips"
"http://data.carnegiehall.org/works/72549","Lullaby","http://data.carnegiehall.org/names/59157","Ned Rorem"
