"work","title","composer","composerLabel"
"http://data.carnegiehall.org/works/99008","Jesu, Joy of Man's Desiring","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach"
"http://data.carnegiehall.org/works/10617","Serenade for Tenor, Horn, and Strings, Op. 31","http://data.carnegiehall.org/names/1003241","Benjamin Britten"
"http://data.carnegiehall.org/works/11012","Serenade for Violin, Cello, and Guitar, Op. 19","http://data.carnegiehall.org/names/1003225","Mauro Giuliani"
"http://data.carnegiehall.org/works/14970","Yerginken ambel e (The sky is getting cloudy)","http://data.carnegiehall.org/names/1004266","Komitas Vardapet"
"http://data.carnegiehall.org/works/45198","Flag of Stars","http://data.carnegiehall.org/names/1005294","Gordon Jacob"
"http://data.carnegiehall.org/works/67450","String Trio in G Major, H.V:20","http://data.carnegiehall.org/names/1003781","Joseph Haydn"
"http://data.carnegiehall.org/works/76365","You looked sexy","http://data.carnegiehall.org/names/92308","Gabriel Kahane"
"http://data.carnegiehall.org/works/78925","Dardanus: Air gay en rondeau","http://data.carnegiehall.org/names/1001786","Jean-Philippe Rameau"
"http://data.carnegiehall.org/works/82014","Requiem","http://data.carnegiehall.org/names/81570","Bradley Ellingboe"
"http://data.carnegiehall.org/works/82455","Slavic","http://data.carnegiehall.org/names/1015883","Gerhard Narholz"
"http://data.carnegiehall.org/works/39146","2 Nordic Melodies, Op. 63","http://data.carnegiehall.org/names/1000740","Edvard Grieg"
"http://data.carnegiehall.org/works/55839","Der Hundt","http://data.carnegiehall.org/names/1000392","Heinrich Isaac"
"http://data.carnegiehall.org/works/93603","Landscapes","http://data.carnegiehall.org/names/1012592","Rossano Galante"
"http://data.carnegiehall.org/works/97092","Grande valse de concert, Op. 88","http://data.carnegiehall.org/names/1010533","Moritz Moszkowski"
"http://data.carnegiehall.org/works/104572","Be a Gift to a World in Need","http://data.carnegiehall.org/names/1006854","Allen Pote"
"http://data.carnegiehall.org/works/112301","Oklahoma!: Oh, What a Beautiful Mornin’","http://data.carnegiehall.org/names/37239","Richard Rodgers"
"http://data.carnegiehall.org/works/115419","Gayane: Lullaby","http://data.carnegiehall.org/names/3375","Aram Khachaturian"
"http://data.carnegiehall.org/works/115910","6 Feuillets d'album, Op. 98: 1. Promenade. Andante con moto","http://data.carnegiehall.org/names/29222","Cécile Chaminade"
"http://data.carnegiehall.org/works/14089","Lieder und Gesänge, Op. 57: 3. Es träumte mir, ich sei dir teuer","http://data.carnegiehall.org/names/1004316","Johannes Brahms"
"http://data.carnegiehall.org/works/20168","Études Op. 10, No. 5 and Op. 25, No. 9 combined","http://data.carnegiehall.org/names/1006444","Frederic Chopin"
"http://data.carnegiehall.org/works/41026","Vanne, o rosa fortunata","http://data.carnegiehall.org/names/1003974","Vincenzo Bellini"
"http://data.carnegiehall.org/works/64976","Impressions: La fontaine, Op. 4, No. 2","http://data.carnegiehall.org/names/1000922","Alf Hurum"
"http://data.carnegiehall.org/works/67282","Darkbloom: Overture for an Imagined Opera","http://data.carnegiehall.org/names/44426","John Harbison"
"http://data.carnegiehall.org/works/70979","Adagio for String Orchestra","http://data.carnegiehall.org/names/1010946","Eric Tanguy"
"http://data.carnegiehall.org/works/109820","Uncle Sam Blues","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/54572","The Triumph of Time and Truth: Dance of the Elves","http://data.carnegiehall.org/names/1004515","George Frideric Handel"
"http://data.carnegiehall.org/works/71642","To the Young Prince","http://data.carnegiehall.org/names/56288","Anis Fuleihan"
"http://data.carnegiehall.org/works/23947","Hatikvah","http://data.carnegiehall.org/names/1002055","Julius Chajes"
"http://data.carnegiehall.org/works/33385","5 Anniversaries: 2. For Lukas Foss","http://data.carnegiehall.org/names/57697","Leonard Bernstein"
"http://data.carnegiehall.org/works/37631","Les enfants à Bethléem","http://data.carnegiehall.org/names/1002038","Gabriel Pierné"
"http://data.carnegiehall.org/works/46336","O Some Day When Our Hearts are Tuned Aright","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/65873","Three Raps","http://data.carnegiehall.org/names/12447","Dick Hyman"
"http://data.carnegiehall.org/works/71736","Viktória und ihr Husar: Good Night","http://data.carnegiehall.org/names/1013485","Paul Abraham"
"http://data.carnegiehall.org/works/75122","Folk Melodies: Pastereczka (The little shepherdess)","http://data.carnegiehall.org/names/1006613","Witold Lutoslawski"
"http://data.carnegiehall.org/works/106271","Haragszik a rózsám anyja (My dear darling's mother's angry)","http://data.carnegiehall.org/names/1002893","Unknown composer of folk songs"
"http://data.carnegiehall.org/works/42047","Così fan tutte, K. 588: Act I, Scene 1. Soave sia il vento","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart"
"http://data.carnegiehall.org/works/43895","Sehnsucht, D. 879","http://data.carnegiehall.org/names/1002249","Franz Schubert"
"http://data.carnegiehall.org/works/76986","Isfahan","http://data.carnegiehall.org/names/37593","Chick Corea"
"http://data.carnegiehall.org/works/79939","5 Lieder aus Der siebente Ring: Kahl reckt der Baum, Op. 3, No. 5","http://data.carnegiehall.org/names/1007501","Anton Webern"
"http://data.carnegiehall.org/works/93832","Pictures at an Exhibition: The Great Gate of Kiev","http://data.carnegiehall.org/names/1004504","Modest Mussorgsky"
"http://data.carnegiehall.org/works/94113","The Ninepenny Fidil (Irish)","http://data.carnegiehall.org/names/1002893","Unknown composer of folk songs"
"http://data.carnegiehall.org/works/3119","The Seven Last Words of Christ","http://data.carnegiehall.org/names/54292","Paul Hartmann"
"http://data.carnegiehall.org/works/3262","God is Our Refuge and Strength","http://data.carnegiehall.org/names/1003473","Johan Helmich Roman"
"http://data.carnegiehall.org/works/11796","Tu mancavi a tormentarmi crudelissima speranza","http://data.carnegiehall.org/names/1003213","Antonio Cesti"
"http://data.carnegiehall.org/works/39601","Kyrie (Te Christe rex supplices)","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/1528","Bayouchki Bayou (Ukrainian)","http://data.carnegiehall.org/names/1002893","Unknown composer of folk songs"
"http://data.carnegiehall.org/works/12723","Mother Moscow","http://data.carnegiehall.org/names/1010353","Pavel Grigor'yevich Chesnokov"
"http://data.carnegiehall.org/works/42857","Trio for Flute, Cello, and Piano","http://data.carnegiehall.org/names/53443","Louis Karchin"
"http://data.carnegiehall.org/works/53528","Mittelalterliche Venushymne, Op. 26","http://data.carnegiehall.org/names/14394","Eugen d' Albert"
"http://data.carnegiehall.org/works/81329","Ulaani","http://data.carnegiehall.org/names/86902","Kimmo Pohjonen"
"http://data.carnegiehall.org/works/86484","Porgy and Bess","http://data.carnegiehall.org/names/34823","George Gershwin"
"http://data.carnegiehall.org/works/96095","Ezekiel Saw the Wheel","http://data.carnegiehall.org/names/1010036","Unknown composer of spirituals"
