"work","title","composer","composerLabel"
"http://data.carnegiehall.org/works/104339","Perhaps Love","http://data.carnegiehall.org/names/52122","John Denver"
"http://data.carnegiehall.org/works/13013","Players","http://data.carnegiehall.org/names/1008218","Paolo Renosto"
"http://data.carnegiehall.org/works/44165","A Smuggler's Song","http://data.carnegiehall.org/names/1006396","Paul Edmonds"
"http://data.carnegiehall.org/works/49144","Symphony in D Major, Op. 10","http://data.carnegiehall.org/names/1005663","Erwin Lendvai"
"http://data.carnegiehall.org/works/71495","L'âge d'or","http://data.carnegiehall.org/names/1010115","Jacques Ibert"
"http://data.carnegiehall.org/works/84735","Love's Reminder","http://data.carnegiehall.org/names/1014034","F. Debois"
"http://data.carnegiehall.org/works/93126","Mangulina","http://data.carnegiehall.org/names/1001675","Paul Basler"
"http://data.carnegiehall.org/works/111226","Songs (unspecified)","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/27456","Der Studenten Nachtgesang","http://data.carnegiehall.org/names/1013637","K.L. Fischer"
"http://data.carnegiehall.org/works/36939","Miroirs brûlants: Je nommerai ton front","http://data.carnegiehall.org/names/37816","Francis Poulenc"
"http://data.carnegiehall.org/works/40672","Piano Sonata No. 8, Op. 66","http://data.carnegiehall.org/names/50808","Alexander Scriabin"
"http://data.carnegiehall.org/works/53252","Das Rheingold: The Rape of the Gold","http://data.carnegiehall.org/names/1000277","Richard Wagner"
"http://data.carnegiehall.org/works/72301","L'histoire du soldat: Ragtime","http://data.carnegiehall.org/names/12468","Igor Stravinsky"
"http://data.carnegiehall.org/works/82355","The House of Flying Daggers","http://data.carnegiehall.org/names/1015852","Yan Ping Liu"
"http://data.carnegiehall.org/works/29212","Noch' (""Night"")","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky"
"http://data.carnegiehall.org/works/44808","Love, love today","http://data.carnegiehall.org/names/55455","Lee Hoiby"
"http://data.carnegiehall.org/works/55864","A Fantasia based on ""Arirang""","http://data.carnegiehall.org/names/1010794","Hyun Lee"
"http://data.carnegiehall.org/works/76963","Sorrow in My Melody, Op. 11","http://data.carnegiehall.org/names/1014584","Iosif Andriasov"
"http://data.carnegiehall.org/works/92911","Lllaqui (Lullaby)","http://data.carnegiehall.org/names/74747","Moisés Vivanco"
"http://data.carnegiehall.org/works/96343","The Pirate Queen: Woman","http://data.carnegiehall.org/names/1006169","Claude-Michel Schönberg"
"http://data.carnegiehall.org/works/5672","O vos omnes","http://data.carnegiehall.org/names/1008745","Cristóbal de Morales"
"http://data.carnegiehall.org/works/9638","Allegro","http://data.carnegiehall.org/names/1007369","Fernando Sor"
"http://data.carnegiehall.org/works/18452","Rinaldo, HWV 7: Suite","http://data.carnegiehall.org/names/1004515","George Frideric Handel"
"http://data.carnegiehall.org/works/31358","Ein Walzertraum: Leise, ganz leise","http://data.carnegiehall.org/names/38890","Oscar Straus"
"http://data.carnegiehall.org/works/97286","Songs of Ecstasy","http://data.carnegiehall.org/names/40058","Ralph Shapey"
"http://data.carnegiehall.org/works/97959","Two Canzonettas","http://data.carnegiehall.org/names/1003781","Joseph Haydn"
"http://data.carnegiehall.org/works/7847","Moments Intimes","http://data.carnegiehall.org/names/1010395","William Buse"
"http://data.carnegiehall.org/works/10528","Ev'ry Mail Day","http://data.carnegiehall.org/names/1002890","John W. (John Wesley) Work"
"http://data.carnegiehall.org/works/20184","Sigurd: De Brunehild","http://data.carnegiehall.org/names/1001279","Ernest Reyer"
"http://data.carnegiehall.org/works/39395","Danse sauvage","http://data.carnegiehall.org/names/1001043","Allan Gordon Bell"
"http://data.carnegiehall.org/works/42175","Polish National Dance, Op. 40","http://data.carnegiehall.org/names/8625","Xaver Scharwenka"
"http://data.carnegiehall.org/works/69369","Eg veit i himmerik ei borg (Hallingdal, Norway)","http://data.carnegiehall.org/names/1002893","Unknown composer of folk songs"
"http://data.carnegiehall.org/works/70427","Piano Concerto No. 5 in E-flat Major, Op. 73, ""Emperor"": 3. Finale: Allegro","http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven"
"http://data.carnegiehall.org/works/6439","If I Were Queen I'd give my Horse a Holiday: The Little Laundress","http://data.carnegiehall.org/names/1009268","Frida Sarsen-Bucky"
"http://data.carnegiehall.org/works/29521","Romance sans paroles et Rondo élégant, Op. 9","http://data.carnegiehall.org/names/1002506","Henryk Wieniawski"
"http://data.carnegiehall.org/works/34748","Etude for Igor","http://data.carnegiehall.org/names/1002707","Ray Green"
"http://data.carnegiehall.org/works/48494","""M""","http://data.carnegiehall.org/names/58519","Stuart Diamond"
"http://data.carnegiehall.org/works/50507","Harfenspieler III, D. 480 (Gesänge des Harfners No. 2)","http://data.carnegiehall.org/names/1002249","Franz Schubert"
"http://data.carnegiehall.org/works/86171","Maya-Quiche Dance (Peruvian Yeravi)","http://data.carnegiehall.org/names/93138","Luis Abraham Delgadillo"
"http://data.carnegiehall.org/works/99289","Tomorrow Never Dies","http://data.carnegiehall.org/names/39699","Sheryl Crow"
"http://data.carnegiehall.org/works/106876","Szissler","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/113172","Ever Since I Met You","http://data.carnegiehall.org/names/1018085","Taixiang Li"
"http://data.carnegiehall.org/works/16491","Pieces de clavecin, premier livre, 1e ordre: 11. Les sentimens","http://data.carnegiehall.org/names/1006656","François Couperin"
"http://data.carnegiehall.org/works/17836","Blues Backstage","http://data.carnegiehall.org/names/45377","Frank Foster"
"http://data.carnegiehall.org/works/28272","Nocturne in C-sharp Minor, Op.posth","http://data.carnegiehall.org/names/1006444","Frederic Chopin"
"http://data.carnegiehall.org/works/18085","Ave Verum Corpus","http://data.carnegiehall.org/names/1008058","Anonymous"
"http://data.carnegiehall.org/works/73344","Da qi ban (Chinese - Henan)","http://data.carnegiehall.org/names/1002893","Unknown composer of folk songs"
"http://data.carnegiehall.org/works/79589","6 Waltzes for Piano Trio","http://data.carnegiehall.org/names/59159","Hermann Spielter"
"http://data.carnegiehall.org/works/110429","Selection for brass band (unspecified)","http://data.carnegiehall.org/names/1006483","Ralph Vaughan Williams"
"http://data.carnegiehall.org/works/14574","Music, when soft voices die","http://data.carnegiehall.org/names/1006296","Alice Barnett"
"http://data.carnegiehall.org/works/37028","The Marriage of Figaro, K. 492: Act IV. Tutto è disposto","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart"
"http://data.carnegiehall.org/works/71544","5 kleine Klavierstücke: Sehr langsam, S. 192/3 (R. 60, No. 3)","http://data.carnegiehall.org/names/1001205","Franz Liszt"
"http://data.carnegiehall.org/works/43727","Song of the Final Meeting","http://data.carnegiehall.org/names/1007963","Sergei Slonimsky"
"http://data.carnegiehall.org/works/13329","Prayer of Thanksgiving","http://data.carnegiehall.org/names/1016582","Adriaen Valerius"
"http://data.carnegiehall.org/works/20961","Brettl-Lieder: Einfältiges Lied","http://data.carnegiehall.org/names/1007896","Arnold Schoenberg"
"http://data.carnegiehall.org/works/31025","The Crystal Sword","http://data.carnegiehall.org/names/56984","Frederick Koch"
"http://data.carnegiehall.org/works/33854","Jekyll and Hyde: Once Upon a Dream","http://data.carnegiehall.org/names/1007427","Frank Wildhorn"
"http://data.carnegiehall.org/works/43229","Scherzo in E-flat Minor","http://data.carnegiehall.org/names/17562","Alberto Salvi"
"http://data.carnegiehall.org/works/42185","Twelve Etudes For Piano (1986): Etude No. 6 (nocturne)","http://data.carnegiehall.org/names/4967","William Bolcom"
"http://data.carnegiehall.org/works/48143","Grief","http://data.carnegiehall.org/names/58028","Richard Hageman"
"http://data.carnegiehall.org/works/50764","Birita in Boston, Carnival Etude","http://data.carnegiehall.org/names/42152","Miguel Kertsman"
"http://data.carnegiehall.org/works/52709","The Enchanted Lake, Op. 62","http://data.carnegiehall.org/names/1003138","Anatoly Lyadov"
"http://data.carnegiehall.org/works/56748","O Earth","http://data.carnegiehall.org/names/732","Ricky Ian Gordon"
"http://data.carnegiehall.org/works/67090","Les Indes galantes: Air pour borée et la rose","http://data.carnegiehall.org/names/1001786","Jean-Philippe Rameau"
"http://data.carnegiehall.org/works/92162","Io son ferito","http://data.carnegiehall.org/names/1005728","Giovanni Pierluigi de Palestrina"
"http://data.carnegiehall.org/works/14827","Autumn","http://data.carnegiehall.org/names/1002602","Bruce Reiprich"
"http://data.carnegiehall.org/works/48509","Sunday Morning Musings in London: Complaint","http://data.carnegiehall.org/names/8643","Dana Perna"
"http://data.carnegiehall.org/works/52099","Tre parole","http://data.carnegiehall.org/names/1008178","Guglielmo Cecconi"
"http://data.carnegiehall.org/works/64712","Ballet Sacra","http://data.carnegiehall.org/names/1007389","David R. Holsinger"
