"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/45859","My Lady Hunsdon's Puffe","http://data.carnegiehall.org/names/1005303","John Dowland","http://www.wikidata.org/entity/Q207355"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/99632","Partita No. 1 for Solo Violin in B Minor, BWV 1002: Sarabande","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/91946","Jesu, Joy of Man's Desiring","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/14591","Suite for Lute in G Minor, BWV 995","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/24384","Five Bagatelles","http://data.carnegiehall.org/names/47971","William Walton","http://www.wikidata.org/entity/Q310939"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/93640","Simple Gifts","http://data.carnegiehall.org/names/1015588","Joseph Brackett",
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/34725","Oracion","http://data.carnegiehall.org/names/5946","Andrés Segovia","http://www.wikidata.org/entity/Q192529"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/99636","Córdoba, Op. 232, No. 4","http://data.carnegiehall.org/names/1001956","Isaac Albéniz","http://www.wikidata.org/entity/Q185812"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/99635","Jack in the Box","http://data.carnegiehall.org/names/1004986","Erik Satie","http://www.wikidata.org/entity/Q187192"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/93644","Caprice in A Minor, Op. 1, No. 24","http://data.carnegiehall.org/names/1007610","Nicolò Paganini","http://www.wikidata.org/entity/Q66075"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/99633","Gymnopédie No. 1","http://data.carnegiehall.org/names/1004986","Erik Satie","http://www.wikidata.org/entity/Q187192"
"http://data.carnegiehall.org/events/58716","2017-05-06T20:00:00","Peter Fletcher",,,"http://data.carnegiehall.org/works/45199","El Noi de la Mare","http://data.carnegiehall.org/names/1005896","Miguel Llobet Soles","http://www.wikidata.org/entity/Q635449"
"http://data.carnegiehall.org/events/58717","2017-05-07T11:30:00","Golden Key Music Festival Student Recital",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/58718","2017-05-07T15:30:00","Golden Key Music Festival Student Recital",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/58719","2017-05-07T20:00:00","Golden Key Music Festival Student Recital",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/58720","2017-05-06T19:30:00","National Children's Chorus",,,"http://data.carnegiehall.org/works/80865","Santa Lucia","http://data.carnegiehall.org/names/1015475","Teodoro Cottrau","http://www.wikidata.org/entity/Q955208"
"http://data.carnegiehall.org/events/58720","2017-05-06T19:30:00","National Children's Chorus",,,"http://data.carnegiehall.org/works/23575","Where the music comes from","http://data.carnegiehall.org/names/55455","Lee Hoiby","http://www.wikidata.org/entity/Q1811830"
"http://data.carnegiehall.org/events/58720","2017-05-06T19:30:00","National Children's Chorus",,,"http://data.carnegiehall.org/works/99647","Turandot: Nessun dorma","http://data.carnegiehall.org/names/1004603","Giacomo Puccini","http://www.wikidata.org/entity/Q7311"
"http://data.carnegiehall.org/events/58720","2017-05-06T19:30:00","National Children's Chorus",,,"http://data.carnegiehall.org/works/18289","Bist du bei mir, BWV 508","http://data.carnegiehall.org/names/1003562","Gottfried Heinrich Stölzel","http://www.wikidata.org/entity/Q544385"
