"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/69184","1960-02-28T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110676","Musical Designs on the Canvas of Space","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69184","1960-02-28T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110743","At a French Country Dance","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69184","1960-02-28T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110290","Forgotten Dreams","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110523","Legend of the Shepherd","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/111429","Will-o'-the-Wisp","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/109439","Bacchanale of the Sahara","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110500","Whimsical Caprice","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110292","Orientale","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110498","Pierrot the Gossip","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/112910","Intentional Ugliness Springs from an Inner Lack","http://data.carnegiehall.org/names/56598","Paul Swan","http://www.wikidata.org/entity/Q2062653"
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110127","Moonlight Sonata","http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven","http://www.wikidata.org/entity/Q255"
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110499","Butterflies Across the Field","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69185","1960-03-06T20:30:00","Paul Swan, Dancer","http://data.carnegiehall.org/genres/32","dance","http://data.carnegiehall.org/works/110290","Forgotten Dreams","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69186","2022-06-05T13:00:00","American Protégé Winners Recital",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69187","2022-06-05T14:00:00","New England Symphonic Ensemble",,,"http://data.carnegiehall.org/works/47395","Lux aeterna","http://data.carnegiehall.org/names/68478","Morten Lauridsen",
"http://data.carnegiehall.org/events/69187","2022-06-05T14:00:00","New England Symphonic Ensemble",,,"http://data.carnegiehall.org/works/41782","Symphony No. 3 in E-flat Major, Op. 55, ""Eroica""","http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven","http://www.wikidata.org/entity/Q255"
"http://data.carnegiehall.org/events/69187","2022-06-05T14:00:00","New England Symphonic Ensemble",,,"http://data.carnegiehall.org/works/3666","Ave verum corpus, K. 618","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart","http://www.wikidata.org/entity/Q254"
"http://data.carnegiehall.org/events/69187","2022-06-05T14:00:00","New England Symphonic Ensemble",,,"http://data.carnegiehall.org/works/34591","Mass No. 2 in G Major, D. 167","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/36306","Festival Sanctus","http://data.carnegiehall.org/names/53713","John Leavitt","http://www.wikidata.org/entity/Q66384921"
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/113009","Shenandoah","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/55731","Come to me, o my love","http://data.carnegiehall.org/names/100890","Allan Robert Petker",
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/47353","Carmina Burana","http://data.carnegiehall.org/names/1003376","Carl Orff","http://www.wikidata.org/entity/Q44086"
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/107312","For the Beauty of the Earth","http://data.carnegiehall.org/names/85105","Greg Gilpin",
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/80015","Why We Sing","http://data.carnegiehall.org/names/85105","Greg Gilpin",
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/103557","Dry Bones","http://data.carnegiehall.org/names/1010036","Spiritual","http://www.wikidata.org/entity/Q212024"
"http://data.carnegiehall.org/events/69188","2022-06-06T19:00:00","Distinguished Concerts International New York",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69189","2022-06-06T19:30:00","Prima Volta Music Competition",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69190","2022-06-07T19:00:00","OSL Bach Festival 2022: Virtuoso Concertos",,,"http://data.carnegiehall.org/works/43426","Concerto for Oboe d'amore in A Major, BWV 1055R","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/69190","2022-06-07T19:00:00","OSL Bach Festival 2022: Virtuoso Concertos",,,"http://data.carnegiehall.org/works/24127","Concerto Grosso in D Minor, Op. 6, No. 10, HWV 328","http://data.carnegiehall.org/names/1004515","George Frideric Handel","http://www.wikidata.org/entity/Q7302"
"http://data.carnegiehall.org/events/69190","2022-06-07T19:00:00","OSL Bach Festival 2022: Virtuoso Concertos",,,"http://data.carnegiehall.org/works/44238","Concerto for Oboe and Violin in C Minor, BWV 1060R","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/69190","2022-06-07T19:00:00","OSL Bach Festival 2022: Virtuoso Concertos",,,"http://data.carnegiehall.org/works/112911","Chaconne in E Minor","http://data.carnegiehall.org/names/1005185","Johann Pachelbel","http://www.wikidata.org/entity/Q76485"
"http://data.carnegiehall.org/events/69190","2022-06-07T19:00:00","OSL Bach Festival 2022: Virtuoso Concertos",,,"http://data.carnegiehall.org/works/102122","Silete venti, HWV 242","http://data.carnegiehall.org/names/1004515","George Frideric Handel","http://www.wikidata.org/entity/Q7302"
"http://data.carnegiehall.org/events/69191","2022-06-07T19:30:00","Oxford Philharmonic Orchestra",,,"http://data.carnegiehall.org/works/56252","Violin Concerto No. 1 in G Minor, Op. 26","http://data.carnegiehall.org/names/1008524","Max Bruch","http://www.wikidata.org/entity/Q106434"
"http://data.carnegiehall.org/events/69191","2022-06-07T19:30:00","Oxford Philharmonic Orchestra",,,"http://data.carnegiehall.org/works/5489","Symphony No. 1 in C Minor, Op. 68","http://data.carnegiehall.org/names/1004316","Johannes Brahms","http://www.wikidata.org/entity/Q7294"
"http://data.carnegiehall.org/events/69191","2022-06-07T19:30:00","Oxford Philharmonic Orchestra",,,"http://data.carnegiehall.org/works/33076","Navarra, Op. 33","http://data.carnegiehall.org/names/1009937","Pablo de Sarasate","http://www.wikidata.org/entity/Q204503"
"http://data.carnegiehall.org/events/69202","1960-02-11T10:00:00","Meeting: Associated Music Teachers League",,,"http://data.carnegiehall.org/works/104450","Selections (unspecified)","http://data.carnegiehall.org/names/1008058",,
"http://data.carnegiehall.org/events/69203","1960-02-12T11:00:00","Philharmonic Forecasts by Marion Rous",,,"http://data.carnegiehall.org/works/21600","Lecture","http://data.carnegiehall.org/names/1001360",,
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/52757","Selection (unspecified)","http://data.carnegiehall.org/names/47140","Heitor Villa-Lobos","http://www.wikidata.org/entity/Q203514"
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/84219","Selection (unspecified)","http://data.carnegiehall.org/names/1007087","Girolamo Frescobaldi","http://www.wikidata.org/entity/Q209212"
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/31940","Selection (unspecified)","http://data.carnegiehall.org/names/1003166","Johann Sebastian Bach","http://www.wikidata.org/entity/Q1339"
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/112916","Selection (unspecified)","http://data.carnegiehall.org/names/53264","Alexandre Tansman","http://www.wikidata.org/entity/Q550218"
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/10262","Selection (unspecified)","http://data.carnegiehall.org/names/1008846","Enrique Granados","http://www.wikidata.org/entity/Q294225"
"http://data.carnegiehall.org/events/69204","1960-02-12T20:30:00","Albert Valdés-Blain, Guitar",,,"http://data.carnegiehall.org/works/12001","Selection (unspecified)","http://data.carnegiehall.org/names/1010675","Felix Mendelssohn","http://www.wikidata.org/entity/Q46096"
