"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/47475","1942-03-22T20:00:00","Pietro Frosini, Accordion",,,"http://data.carnegiehall.org/works/6742","Selection (unspecified)","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky","http://www.wikidata.org/entity/Q7315"
"http://data.carnegiehall.org/events/47475","1942-03-22T20:00:00","Pietro Frosini, Accordion",,,"http://data.carnegiehall.org/works/79751","Selection (unspecified)","http://data.carnegiehall.org/names/84724","Pietro Frosini","http://www.wikidata.org/entity/Q2756232"
"http://data.carnegiehall.org/events/47475","1942-03-22T20:00:00","Pietro Frosini, Accordion",,,"http://data.carnegiehall.org/works/46249","Selection (unspecified)","http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven","http://www.wikidata.org/entity/Q255"
"http://data.carnegiehall.org/events/47475","1942-03-22T20:00:00","Pietro Frosini, Accordion",,,"http://data.carnegiehall.org/works/12001","Selection (unspecified)","http://data.carnegiehall.org/names/1010675","Felix Mendelssohn","http://www.wikidata.org/entity/Q46096"
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/14416","Zigeunerweisen, Op. 20","http://data.carnegiehall.org/names/1009937","Pablo de Sarasate","http://www.wikidata.org/entity/Q204503"
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/12368","Nocturne in E-flat Major","http://data.carnegiehall.org/names/1006444","Frederic Chopin","http://www.wikidata.org/entity/Q1268"
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/35543","Minuet","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart","http://www.wikidata.org/entity/Q254"
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/79752","Poeme","http://data.carnegiehall.org/names/1015207","John Gart",
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/39193","Romanian Rhapsody in A Major, Op. 11, No. 1","http://data.carnegiehall.org/names/22842","George Enescu","http://www.wikidata.org/entity/Q77177"
"http://data.carnegiehall.org/events/47476","1951-01-27T20:30:00","Sergei Matusewitch, Accordion",,,"http://data.carnegiehall.org/works/79755","Andalucía: 4. Gitanerías","http://data.carnegiehall.org/names/26787","Ernesto Lecuona","http://www.wikidata.org/entity/Q345446"
