"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/30725","Tannhäuser: Act III. Wie Todesahnung ... O du mein holder Abendstern","http://data.carnegiehall.org/names/1000277","Richard Wagner","http://www.wikidata.org/entity/Q1511"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/25349","Sakuntula Overture, Op. 13","http://data.carnegiehall.org/names/1002862","Karl Goldmark","http://www.wikidata.org/entity/Q239214"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/62631","Tannhäuser: Septet","http://data.carnegiehall.org/names/1000277","Richard Wagner","http://www.wikidata.org/entity/Q1511"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/3159","Tannhäuser: Act II. Freudig begrüßen wir die edle Halle (Arrival of the guests at Wartburg)","http://data.carnegiehall.org/names/1000277","Richard Wagner","http://www.wikidata.org/entity/Q1511"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/10746","Berceuse","http://data.carnegiehall.org/names/1008015","Charles Gounod","http://www.wikidata.org/entity/Q180278"
"http://data.carnegiehall.org/events/5873","1893-02-05T20:15:00","Damrosch Sunday Concert",,,"http://data.carnegiehall.org/works/50943","Tannhäuser: Act III, Scene 1. Beglückt darf nun dich, o Heimat, ich schauen (Pilgrim's Chorus)","http://data.carnegiehall.org/names/1000277","Richard Wagner","http://www.wikidata.org/entity/Q1511"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73804","Little Welsh Home (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/27028","Schäfers Klagelied, D. 121","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/26632","Meerestille, D. 216","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73807","Ar Lan y Môr (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73808","Deryn y Bwn o'r Banna (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/26635","Rastlose Liebe, D. 138","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73803","Migildi Magildi (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73805","Daew Mam yn Dwad (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/39984","An die Leier, D. 737","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/73806","Dafydd y Garreg Wen (Welsh)","http://data.carnegiehall.org/names/1002893",,
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/18721","Songs of Travel","http://data.carnegiehall.org/names/1006483","Ralph Vaughan Williams","http://www.wikidata.org/entity/Q207947"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/22365","Lachen und Weinen, D. 777","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/6630","Heidenröslein, D. 257","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/26789","An die Musik, D. 547","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
"http://data.carnegiehall.org/events/5874","1996-10-29T19:30:00","Bryn Terfel, Bass-Baritone",,,"http://data.carnegiehall.org/works/12536","Gruppe aus dem Tartarus, D. 583","http://data.carnegiehall.org/names/1002249","Franz Schubert","http://www.wikidata.org/entity/Q7312"
