"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68781","El Espantapájaros","http://data.carnegiehall.org/names/1012892","Gerardo Guevara","http://www.wikidata.org/entity/Q1378542"
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68780","Pasillo in A Minor","http://data.carnegiehall.org/names/1012892","Gerardo Guevara","http://www.wikidata.org/entity/Q1378542"
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68783","Pasillo in A Minor","http://data.carnegiehall.org/names/1012894","Enrique Espin Yepez",
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/45408","Piano Sonata No. 14 in C-sharp Minor, Op. 27, No. 2, ""Moonlight""","http://data.carnegiehall.org/names/1005833","Ludwig van Beethoven","http://www.wikidata.org/entity/Q255"
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68777","Acuarela in A Minor","http://data.carnegiehall.org/names/1012890","Claudio Aizaga",
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68785","Guayaquil de mis Amores (""My Beloved Guayaquil"")","http://data.carnegiehall.org/names/1012895","Nicasio Safadi",
"http://data.carnegiehall.org/events/42470","2005-10-08T14:00:00","Jorge Saade Scaff, Violin, and Noreia Mueckay-Carlier, Piano",,,"http://data.carnegiehall.org/works/68784","Homage to Vieuxtemps (""Pasillo Pasional"")","http://data.carnegiehall.org/names/1012894","Enrique Espin Yepez",
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/6703","Hungarian Rhapsody No. 11 in A Minor, S. 244/11","http://data.carnegiehall.org/names/1001205","Franz Liszt","http://www.wikidata.org/entity/Q41309"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/6920","Rigoletto: paraphrase de concert, S. 434","http://data.carnegiehall.org/names/1010847","Giuseppe Verdi","http://www.wikidata.org/entity/Q7317"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/68789","Fantasie über Motive aus Figaro und Don Juan, S. 697","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart","http://www.wikidata.org/entity/Q254"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/68788","A Musical Portrait of Franz Liszt (1880's Photo)","http://data.carnegiehall.org/names/72173","Vadim Rubinskiy",
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/68786","Album pour enfants, Op. 39: 17. Chanson allemande","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky","http://www.wikidata.org/entity/Q7315"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/28587","6 Morceaux, Op. 51: 6. Valse sentimentale","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky","http://www.wikidata.org/entity/Q7315"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/68787","Vincent Van Gogh Canvas, ""Roses""","http://data.carnegiehall.org/names/72173","Vadim Rubinskiy",
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/10049","Aufforderung zum Tanze, Op. 65","http://data.carnegiehall.org/names/1004864","Carl Maria von Weber","http://www.wikidata.org/entity/Q154812"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/896","Étude in A Minor, Op. 25, No. 11, ""Winter Wind""","http://data.carnegiehall.org/names/1006444","Frederic Chopin","http://www.wikidata.org/entity/Q1268"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/58198","Etude-tableau in E-flat Minor, Op. 39, No. 5","http://data.carnegiehall.org/names/52002","Sergei Rachmaninoff","http://www.wikidata.org/entity/Q131861"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/27658","Étude in C Minor, Op. 25, No. 12","http://data.carnegiehall.org/names/1006444","Frederic Chopin","http://www.wikidata.org/entity/Q1268"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/11809","Swan Lake, Op. 20: Waltz","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky","http://www.wikidata.org/entity/Q7315"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/98698","Freudvoll und Leidvoll","http://data.carnegiehall.org/names/1001205","Franz Liszt","http://www.wikidata.org/entity/Q41309"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/9770","Album pour enfants, Op. 39: 8. Valse","http://data.carnegiehall.org/names/18239","Pyotr Ilyich Tchaikovsky","http://www.wikidata.org/entity/Q7315"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/71544","5 kleine Klavierstücke: Sehr langsam, S. 192/3 (R. 60, No. 3)","http://data.carnegiehall.org/names/1001205","Franz Liszt","http://www.wikidata.org/entity/Q41309"
"http://data.carnegiehall.org/events/42471","2005-10-08T17:30:00","Vadim Rubinskiy, Piano",,,"http://data.carnegiehall.org/works/67171","Confutatis und Lacrymosa aus dem Requiem K. 626 von Mozart, S. 550","http://data.carnegiehall.org/names/1006075","Wolfgang Amadeus Mozart","http://www.wikidata.org/entity/Q254"
