"event","date","title","genre","genreLabel","workperformed","work","composer","composerName","skos"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/45022","Judas Maccabaeus, HWV 63: Sing unto God","http://data.carnegiehall.org/names/1004515","George Frideric Handel","http://www.wikidata.org/entity/Q7302"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/35194","Gloria in D Major, RV 589","http://data.carnegiehall.org/names/1002833","Antonio Vivaldi","http://www.wikidata.org/entity/Q1340"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/85491","Didn't my Lord deliver Daniel?","http://data.carnegiehall.org/names/1010036","Spiritual","http://www.wikidata.org/entity/Q212024"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/73152","I Am in Need of Music","http://data.carnegiehall.org/names/30279","David L. Brunner",
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/93864","Abide with me","http://data.carnegiehall.org/names/1004131","William Henry Monk","http://www.wikidata.org/entity/Q5991718"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/83003","I am Not Yours","http://data.carnegiehall.org/names/61544","Z. Randall Stroope","http://www.wikidata.org/entity/Q8062872"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/93724","His Eye is on The Sparrow","http://data.carnegiehall.org/names/1011212","Charles H. Gabriel","http://www.wikidata.org/entity/Q5078567"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/93869","Willy Wonka and The Chocolate Factory: Pure Imagination","http://data.carnegiehall.org/names/1008049","Anthony Newley","http://www.wikidata.org/entity/Q573709"
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/93866","O Filii et Filiae","http://data.carnegiehall.org/names/1019365","Ivo Antognini",
"http://data.carnegiehall.org/events/54464","2015-05-10T14:00:00","Masterwork Festival Chorus and New York City Chamber Orchestra",,,"http://data.carnegiehall.org/works/91992","Alleluia","http://data.carnegiehall.org/names/1017138","Jake Runestad","http://www.wikidata.org/entity/Q18377878"
